question,worker,answer
359,48,0
359,55,0
359,61,2
359,97,2
553,1,3
553,2,2
553,5,1
553,28,3
553,43,0
553,44,1
553,50,2
553,54,2
553,61,2
553,99,2
419,1,1
419,9,3
419,21,3
419,34,3
419,35,3
419,43,0
419,44,2
419,49,3
419,54,1
419,69,2
179,1,0
179,9,1
179,20,2
179,23,2
179,31,2
179,34,3
179,42,0
179,48,1
179,54,2
179,65,1
73,1,3
73,3,3
73,9,1
73,13,1
73,16,1
73,20,3
73,35,2
73,37,2
73,40,1
73,53,1
402,1,2
402,2,1
402,9,1
402,10,1
402,13,1
402,15,1
402,18,2
402,30,1
402,41,0
402,55,2
377,1,3
377,13,2
377,17,2
377,20,2
377,28,1
377,29,3
377,37,2
377,42,0
377,55,2
377,60,0
403,1,0
403,3,3
403,13,1
403,16,1
403,22,2
403,35,1
403,40,1
403,43,3
403,56,1
403,61,3
593,1,0
593,3,0
593,9,2
593,15,3
593,22,2
593,37,3
593,39,1
593,41,3
593,53,1
593,80,1
562,1,0
562,4,1
562,13,0
562,16,1
562,21,0
562,22,3
562,37,1
562,40,1
562,43,1
562,48,0
479,1,0
479,3,0
479,17,3
479,20,3
479,22,2
479,23,0
479,31,3
479,32,3
479,35,0
479,65,3
590,1,3
590,3,2
590,12,0
590,13,3
590,15,2
590,16,0
590,20,2
590,56,0
590,60,3
590,76,3
529,1,3
529,10,2
529,17,3
529,20,3
529,31,1
529,40,1
529,43,1
529,53,2
529,55,3
529,97,2
110,1,0
110,3,3
110,9,2
110,21,3
110,22,2
110,35,2
110,45,3
110,55,1
110,56,2
110,61,2
276,1,1
276,5,2
276,9,2
276,20,2
276,22,2
276,23,2
276,24,2
276,31,0
276,37,1
276,50,2
289,1,1
289,2,2
289,3,0
289,12,2
289,15,2
289,17,2
289,37,1
289,40,0
289,62,3
289,76,0
164,1,1
164,14,1
164,20,3
164,29,0
164,30,3
164,31,3
164,41,0
164,56,3
164,58,1
164,89,3
678,1,2
678,13,2
678,16,3
678,20,3
678,22,3
678,25,2
678,34,3
678,43,1
678,54,1
678,88,1
240,1,0
240,2,2
240,13,2
240,16,0
240,19,2
240,20,3
240,23,2
240,43,2
240,49,2
240,54,3
426,1,2
426,9,1
426,13,1
426,28,1
426,34,1
426,35,0
426,37,1
426,40,1
426,54,3
426,58,3
290,1,0
290,3,1
290,7,1
290,12,1
290,13,1
290,16,0
290,21,1
290,22,1
290,29,1
290,45,3
256,1,0
256,8,1
256,13,2
256,14,2
256,20,0
256,22,1
256,31,0
256,35,1
256,44,1
256,53,1
90,1,3
90,3,1
90,4,1
90,13,2
90,36,1
90,48,1
90,49,1
90,50,1
90,77,2
90,90,1
95,1,3
95,2,0
95,3,1
95,9,1
95,10,0
95,13,1
95,20,1
95,22,1
95,44,1
95,67,1
722,1,3
722,8,1
722,17,1
722,20,2
722,22,1
722,23,1
722,28,2
722,31,3
722,41,3
722,55,3
594,1,1
594,3,1
594,7,0
594,10,2
594,16,0
594,22,3
594,29,1
594,55,0
594,60,2
594,63,2
257,1,2
257,2,1
257,5,0
257,31,0
257,35,3
257,37,2
257,48,0
257,52,2
257,60,2
257,90,0
232,1,1
232,13,3
232,29,0
232,31,1
232,40,3
232,47,1
232,49,3
232,51,3
232,63,2
232,72,3
41,1,3
41,16,2
41,30,0
41,31,0
41,34,2
41,35,2
41,49,3
41,72,1
41,74,2
41,75,2
655,1,3
655,2,0
655,3,0
655,11,0
655,13,2
655,16,0
655,31,0
655,40,2
655,55,1
655,56,0
682,1,2
682,15,1
682,21,0
682,22,1
682,25,3
682,28,0
682,30,1
682,31,1
682,50,1
682,58,0
115,1,0
115,3,2
115,9,1
115,12,2
115,13,2
115,20,3
115,41,2
115,51,2
115,53,2
115,54,0
287,1,3
287,3,3
287,9,0
287,11,2
287,20,2
287,22,0
287,29,1
287,43,3
287,58,0
287,90,0
222,1,1
222,9,0
222,10,3
222,13,2
222,16,2
222,20,1
222,34,3
222,41,2
222,54,2
222,72,2
87,1,0
87,8,0
87,14,1
87,16,3
87,28,0
87,31,1
87,34,1
87,39,0
87,43,1
87,69,3
174,1,2
174,3,1
174,6,3
174,10,1
174,13,3
174,21,2
174,22,1
174,35,3
174,60,2
174,61,3
328,1,0
328,3,0
328,8,3
328,10,2
328,16,3
328,23,3
328,34,3
328,53,3
328,62,3
328,74,3
12,1,0
12,2,1
12,4,1
12,8,1
12,10,2
12,26,0
12,31,3
12,34,1
12,43,1
12,50,2
482,1,2
482,5,0
482,10,3
482,16,1
482,35,3
482,39,0
482,40,3
482,43,2
482,54,2
482,88,3
183,1,1
183,25,2
183,29,3
183,31,3
183,33,0
183,34,3
183,37,2
183,55,3
183,75,3
183,95,1
556,1,0
556,5,2
556,13,0
556,17,0
556,19,3
556,20,2
556,25,1
556,35,2
556,39,2
556,66,2
625,1,1
625,3,2
625,9,2
625,15,0
625,16,1
625,29,2
625,31,2
625,34,2
625,36,2
625,43,2
209,1,0
209,3,3
209,10,3
209,20,1
209,31,0
209,35,2
209,36,2
209,41,2
209,43,2
209,61,2
269,1,1
269,3,0
269,13,2
269,15,0
269,16,0
269,22,0
269,36,0
269,53,0
269,57,1
269,75,1
42,1,2
42,10,0
42,11,3
42,12,0
42,16,0
42,35,3
42,40,2
42,43,3
42,58,0
42,65,0
413,1,0
413,3,3
413,12,2
413,16,3
413,21,3
413,25,3
413,28,3
413,30,3
413,31,3
413,50,3
102,1,3
102,9,1
102,15,1
102,27,1
102,28,1
102,31,1
102,34,1
102,50,1
102,60,1
102,73,1
156,1,0
156,3,2
156,8,2
156,21,2
156,22,3
156,25,0
156,31,0
156,35,3
156,39,1
156,56,2
730,1,0
730,3,2
730,9,0
730,11,2
730,14,1
730,20,3
730,25,2
730,34,2
730,53,2
730,73,1
268,1,1
268,5,1
268,9,2
268,10,0
268,21,0
268,23,0
268,27,2
268,37,2
268,40,2
268,55,1
524,1,2
524,10,1
524,14,0
524,21,3
524,30,1
524,35,3
524,40,1
524,54,3
524,66,0
524,69,2
325,1,3
325,2,3
325,11,1
325,25,3
325,28,0
325,31,0
325,43,3
325,47,0
325,55,3
325,61,2
311,1,2
311,9,1
311,15,3
311,28,3
311,34,3
311,35,3
311,37,3
311,58,3
311,87,3
311,101,2
213,1,0
213,14,1
213,15,1
213,16,3
213,17,1
213,23,1
213,31,1
213,34,1
213,35,3
213,40,1
223,1,0
223,2,2
223,3,2
223,6,2
223,9,3
223,20,3
223,29,2
223,31,3
223,35,2
223,45,2
433,1,1
433,5,0
433,9,0
433,15,1
433,16,0
433,25,2
433,28,2
433,43,1
433,52,3
433,58,3
477,1,3
477,9,0
477,13,1
477,17,1
477,20,1
477,27,0
477,29,2
477,41,0
477,43,0
477,66,0
370,1,2
370,9,3
370,16,3
370,20,3
370,23,2
370,35,2
370,37,3
370,53,3
370,58,1
370,66,3
323,1,1
323,3,1
323,12,3
323,25,2
323,27,2
323,31,3
323,34,2
323,37,2
323,39,2
323,40,2
148,1,0
148,3,2
148,9,0
148,20,2
148,22,3
148,29,2
148,35,2
148,40,0
148,43,2
148,51,2
75,1,0
75,5,2
75,15,3
75,17,2
75,23,2
75,34,3
75,40,3
75,43,2
75,52,3
75,56,3
283,1,3
283,2,1
283,13,0
283,17,1
283,21,0
283,31,2
283,41,0
283,55,0
283,76,3
283,90,0
602,1,1
602,3,2
602,10,2
602,11,1
602,13,3
602,17,2
602,20,2
602,49,0
602,56,2
602,80,2
8,1,3
8,3,1
8,5,3
8,20,1
8,23,2
8,40,0
8,44,0
8,45,3
8,46,3
8,47,0
308,1,3
308,4,2
308,6,0
308,13,1
308,16,1
308,23,2
308,31,2
308,50,1
308,72,1
308,90,3
383,1,2
383,10,1
383,34,1
383,39,1
383,40,1
383,44,1
383,47,1
383,48,3
383,79,1
383,102,1
574,1,2
574,14,3
574,20,0
574,21,2
574,25,1
574,27,0
574,28,1
574,30,0
574,43,0
574,56,0
220,1,3
220,3,0
220,5,1
220,21,0
220,23,3
220,44,0
220,47,0
220,57,3
220,61,0
220,76,0
679,1,3
679,6,2
679,10,0
679,16,0
679,19,2
679,34,0
679,37,0
679,59,3
679,61,3
679,66,0
428,1,1
428,3,2
428,5,3
428,17,2
428,27,3
428,34,0
428,41,3
428,61,0
428,72,0
428,80,2
46,1,3
46,2,0
46,7,0
46,9,0
46,16,0
46,23,0
46,37,3
46,40,0
46,43,0
46,47,3
23,1,2
23,3,0
23,10,3
23,13,0
23,20,1
23,36,1
23,39,3
23,48,0
23,55,2
23,64,0
489,1,3
489,13,2
489,31,2
489,39,2
489,41,3
489,47,2
489,50,2
489,56,2
489,63,2
489,80,3
304,1,2
304,2,2
304,16,3
304,17,1
304,23,1
304,29,1
304,31,1
304,61,1
304,90,1
304,97,1
118,1,1
118,8,3
118,16,1
118,20,0
118,23,2
118,25,0
118,28,3
118,29,3
118,34,2
118,53,3
125,1,3
125,15,0
125,16,0
125,22,2
125,28,1
125,30,0
125,39,1
125,47,3
125,50,0
125,81,0
595,1,2
595,12,3
595,13,0
595,20,1
595,21,1
595,32,3
595,35,3
595,50,3
595,58,2
595,59,1
6,1,1
6,13,3
6,16,2
6,20,3
6,25,2
6,35,2
6,36,2
6,37,2
6,38,2
6,39,1
459,1,3
459,6,0
459,12,2
459,13,1
459,15,3
459,22,1
459,23,2
459,34,2
459,55,2
459,56,2
78,1,1
78,9,2
78,10,1
78,16,2
78,20,2
78,21,3
78,22,2
78,29,1
78,30,2
78,43,3
568,1,3
568,14,2
568,20,2
568,40,2
568,43,2
568,54,2
568,56,2
568,61,2
568,63,2
568,89,0
580,1,1
580,3,0
580,12,3
580,15,3
580,22,3
580,27,1
580,31,3
580,44,1
580,51,3
580,80,3
525,1,3
525,3,1
525,13,2
525,19,3
525,31,3
525,40,1
525,53,1
525,56,0
525,60,1
525,65,1
566,2,3
566,3,3
566,8,1
566,20,0
566,23,1
566,42,2
566,43,3
566,54,3
566,60,0
566,62,2
523,2,0
523,10,3
523,20,2
523,23,0
523,30,0
523,37,1
523,49,3
523,51,0
523,58,0
523,63,2
25,2,2
25,3,1
25,9,0
25,10,1
25,22,2
25,34,2
25,44,2
25,50,2
25,58,2
25,66,3
63,2,1
63,3,1
63,19,0
63,34,1
63,37,3
63,40,1
63,43,1
63,55,2
63,83,1
63,84,0
539,2,1
539,3,3
539,8,1
539,21,2
539,23,1
539,31,1
539,43,1
539,45,0
539,47,1
539,55,0
83,2,0
83,10,1
83,11,0
83,13,0
83,16,2
83,20,2
83,21,3
83,26,3
83,77,0
83,89,1
331,2,3
331,3,0
331,13,3
331,14,3
331,16,1
331,27,2
331,35,3
331,40,3
331,58,1
331,68,3
407,2,1
407,9,1
407,29,0
407,31,2
407,34,1
407,50,0
407,56,1
407,63,0
407,66,0
407,85,1
109,2,1
109,3,0
109,15,1
109,21,1
109,34,1
109,35,2
109,40,1
109,44,3
109,47,1
109,78,1
135,2,2
135,3,2
135,5,2
135,12,0
135,25,1
135,31,2
135,34,0
135,35,3
135,53,3
135,58,0
464,2,2
464,3,2
464,13,2
464,16,2
464,31,0
464,36,3
464,43,0
464,50,2
464,65,3
464,81,2
21,2,2
21,15,2
21,16,2
21,23,2
21,34,1
21,40,2
21,43,2
21,47,2
21,50,0
21,63,2
453,2,3
453,5,3
453,7,3
453,12,3
453,13,3
453,20,3
453,43,0
453,47,3
453,55,3
453,70,2
406,2,1
406,13,2
406,16,1
406,22,3
406,26,1
406,34,1
406,35,1
406,50,1
406,61,0
406,70,1
288,2,0
288,9,0
288,22,0
288,28,2
288,29,2
288,31,0
288,34,0
288,40,0
288,43,0
288,58,3
638,2,2
638,9,2
638,20,1
638,26,0
638,31,2
638,43,3
638,44,2
638,51,2
638,60,3
638,73,3
62,2,0
62,7,0
62,10,3
62,13,0
62,34,0
62,39,1
62,42,3
62,61,0
62,76,0
62,81,0
561,2,1
561,8,1
561,13,1
561,17,0
561,19,0
561,20,3
561,35,3
561,39,0
561,55,1
561,56,0
237,2,1
237,5,0
237,13,1
237,20,1
237,33,1
237,35,1
237,41,1
237,43,1
237,44,2
237,60,2
241,2,0
241,3,0
241,5,0
241,12,2
241,13,0
241,22,0
241,25,3
241,29,1
241,41,0
241,58,0
532,2,3
532,5,3
532,14,1
532,21,3
532,23,3
532,26,1
532,27,3
532,35,3
532,67,2
532,69,1
544,2,0
544,3,0
544,5,2
544,9,0
544,13,0
544,16,0
544,35,0
544,40,0
544,43,1
544,59,0
235,2,2
235,3,0
235,9,2
235,10,2
235,12,2
235,13,2
235,16,2
235,26,2
235,50,2
235,95,2
560,2,1
560,12,3
560,13,0
560,16,0
560,26,1
560,35,0
560,53,1
560,58,1
560,60,2
560,65,1
217,2,1
217,8,1
217,9,1
217,17,3
217,27,3
217,37,0
217,41,1
217,60,1
217,63,1
217,77,3
45,2,0
45,3,3
45,9,0
45,10,0
45,16,3
45,20,0
45,31,1
45,39,0
45,53,0
45,67,0
324,2,3
324,9,3
324,13,1
324,19,2
324,24,1
324,31,3
324,44,0
324,62,3
324,88,2
324,89,1
169,2,1
169,7,1
169,13,1
169,16,1
169,20,1
169,21,1
169,35,1
169,39,2
169,45,0
169,62,3
353,2,2
353,9,2
353,16,2
353,22,2
353,31,2
353,40,2
353,43,1
353,58,0
353,69,1
353,70,2
652,2,0
652,9,3
652,13,0
652,16,0
652,31,0
652,34,0
652,40,0
652,57,0
652,62,2
652,66,0
252,2,2
252,3,2
252,7,1
252,16,2
252,22,1
252,23,2
252,39,2
252,41,2
252,42,2
252,54,2
330,2,0
330,8,1
330,27,3
330,31,0
330,34,0
330,35,0
330,39,0
330,47,3
330,69,1
330,96,1
297,2,2
297,3,2
297,9,2
297,28,3
297,34,2
297,37,2
297,40,2
297,41,2
297,51,1
297,55,2
450,2,3
450,10,0
450,12,3
450,13,3
450,25,3
450,32,3
450,35,3
450,40,3
450,41,3
450,52,1
382,2,3
382,9,3
382,13,3
382,19,0
382,20,3
382,21,3
382,23,3
382,28,3
382,40,2
382,56,3
66,2,3
66,9,3
66,13,3
66,16,3
66,23,3
66,25,3
66,39,3
66,47,3
66,56,3
66,68,3
444,2,0
444,4,2
444,10,3
444,21,1
444,23,3
444,31,0
444,40,3
444,41,2
444,51,1
444,66,1
27,2,1
27,3,0
27,9,0
27,13,1
27,23,3
27,25,1
27,34,3
27,52,1
27,56,3
27,67,3
339,2,1
339,3,2
339,12,2
339,14,3
339,19,3
339,32,2
339,34,2
339,35,2
339,37,3
339,67,2
496,2,2
496,9,1
496,16,1
496,17,1
496,28,3
496,31,1
496,35,1
496,43,2
496,49,1
496,69,0
210,2,1
210,3,2
210,13,2
210,31,2
210,35,0
210,47,1
210,48,2
210,54,2
210,66,2
210,94,1
49,2,0
49,3,3
49,9,0
49,16,2
49,25,2
49,28,2
49,35,2
49,50,2
49,73,3
49,76,2
80,2,2
80,5,1
80,9,1
80,16,3
80,18,1
80,20,1
80,25,3
80,53,1
80,58,2
80,87,0
367,2,3
367,3,1
367,16,3
367,19,3
367,20,0
367,23,1
367,31,1
367,40,1
367,50,0
367,63,2
51,2,1
51,9,2
51,17,2
51,23,0
51,24,3
51,25,0
51,39,0
51,40,2
51,54,3
51,58,2
344,2,3
344,3,2
344,4,1
344,23,2
344,37,0
344,61,2
344,62,2
344,72,2
344,85,2
344,99,0
168,2,2
168,3,0
168,7,0
168,9,3
168,13,3
168,29,2
168,44,0
168,53,0
168,61,0
168,76,0
352,2,2
352,11,3
352,20,3
352,21,1
352,25,0
352,31,3
352,35,1
352,41,3
352,44,0
352,52,2
349,2,3
349,5,3
349,6,2
349,9,3
349,14,1
349,20,3
349,34,1
349,35,2
349,42,2
349,51,1
425,2,3
425,3,0
425,12,2
425,16,2
425,31,2
425,34,2
425,35,0
425,37,1
425,56,2
425,99,2
374,2,2
374,3,1
374,9,1
374,21,1
374,23,1
374,26,1
374,35,1
374,40,1
374,41,1
374,62,0
627,2,1
627,3,1
627,5,3
627,9,0
627,12,2
627,16,2
627,35,2
627,40,2
627,43,2
627,60,3
644,2,0
644,3,1
644,10,1
644,13,1
644,19,3
644,21,1
644,31,0
644,34,3
644,40,3
644,56,1
577,2,3
577,7,1
577,9,2
577,10,3
577,28,3
577,31,1
577,37,2
577,50,0
577,56,2
577,81,1
234,2,3
234,3,1
234,9,0
234,16,0
234,20,3
234,43,3
234,55,3
234,56,1
234,63,2
234,74,3
231,2,0
231,4,1
231,6,3
231,16,2
231,17,1
231,19,1
231,35,2
231,37,0
231,43,1
231,68,1
546,2,0
546,3,3
546,8,2
546,12,2
546,13,1
546,16,0
546,21,0
546,25,3
546,54,3
546,56,1
449,2,2
449,5,3
449,12,2
449,20,3
449,23,1
449,35,3
449,37,1
449,41,1
449,46,3
449,57,3
393,2,2
393,3,1
393,7,2
393,16,0
393,27,0
393,31,0
393,35,0
393,37,1
393,39,0
393,70,0
441,2,1
441,9,3
441,17,1
441,25,3
441,29,3
441,30,2
441,35,3
441,37,1
441,47,0
441,73,3
603,2,2
603,3,3
603,9,3
603,11,3
603,21,3
603,22,2
603,31,0
603,35,0
603,49,1
603,58,3
175,2,0
175,3,1
175,13,3
175,16,1
175,21,1
175,30,0
175,35,1
175,40,1
175,43,1
175,47,1
432,2,0
432,14,2
432,16,2
432,20,0
432,22,0
432,24,2
432,29,3
432,31,2
432,34,2
432,53,2
334,2,1
334,12,3
334,20,3
334,23,3
334,26,0
334,28,2
334,35,1
334,43,1
334,47,3
334,98,3
218,2,1
218,3,2
218,6,0
218,14,2
218,17,2
218,31,2
218,40,2
218,55,0
218,62,0
218,69,2
363,2,2
363,10,3
363,13,3
363,15,0
363,37,3
363,39,1
363,40,3
363,50,3
363,56,1
363,60,3
10,2,1
10,3,3
10,9,0
10,12,0
10,16,3
10,21,3
10,34,0
10,51,2
10,53,0
10,54,0
427,2,1
427,3,0
427,10,2
427,13,3
427,15,3
427,21,1
427,22,3
427,34,2
427,42,2
427,67,2
337,2,1
337,3,3
337,8,1
337,10,1
337,13,0
337,21,0
337,39,3
337,41,0
337,47,2
337,88,0
