question,worker,answer
365,40,1
365,43,3
365,44,1
365,55,1
714,1,1
714,11,1
714,16,1
714,20,0
714,22,1
714,28,1
714,31,1
714,35,1
714,43,1
714,47,1
2,1,2
2,3,3
2,9,2
2,11,0
2,12,2
2,13,0
2,14,2
2,15,2
2,16,2
2,17,2
359,1,2
359,9,2
359,16,2
359,22,2
359,25,3
359,34,1
359,48,3
359,55,2
359,61,2
359,97,0
602,1,2
602,3,1
602,10,2
602,11,2
602,13,2
602,17,1
602,20,2
602,49,0
602,56,2
602,80,1
328,1,3
328,3,3
328,8,0
328,10,0
328,16,3
328,23,3
328,34,1
328,53,3
328,62,1
328,74,3
590,1,0
590,3,2
590,12,2
590,13,0
590,15,0
590,16,2
590,20,0
590,56,3
590,60,1
590,76,0
289,1,2
289,2,2
289,3,3
289,12,1
289,15,2
289,17,2
289,37,1
289,40,2
289,62,2
289,76,2
164,1,3
164,14,3
164,20,3
164,29,3
164,30,3
164,31,3
164,41,3
164,56,3
164,58,3
164,89,3
448,1,2
448,3,2
448,13,1
448,17,2
448,20,2
448,35,3
448,37,2
448,43,0
448,50,2
448,58,2
240,1,2
240,2,2
240,13,2
240,16,1
240,19,2
240,20,1
240,23,1
240,43,3
240,49,2
240,54,2
345,1,1
345,13,0
345,16,1
345,23,1
345,25,0
345,34,3
345,37,1
345,54,2
345,58,1
345,97,1
209,1,2
209,3,3
209,10,2
209,20,3
209,31,2
209,35,2
209,36,2
209,41,2
209,43,2
209,61,0
325,1,2
325,2,2
325,11,0
325,25,2
325,28,3
325,31,2
325,43,2
325,47,2
325,55,2
325,61,2
650,1,2
650,2,2
650,3,2
650,9,2
650,16,2
650,17,2
650,20,2
650,35,2
650,40,2
650,43,0
580,1,3
580,3,3
580,12,2
580,15,1
580,22,0
580,27,3
580,31,0
580,44,2
580,51,3
580,80,3
113,1,3
113,2,3
113,3,2
113,12,3
113,20,0
113,23,3
113,37,3
113,52,1
113,54,2
113,73,3
479,1,3
479,3,1
479,17,0
479,20,3
479,22,3
479,23,3
479,31,3
479,32,3
479,35,3
479,65,0
415,1,2
415,6,3
415,22,2
415,31,0
415,35,2
415,41,2
415,58,3
415,62,2
415,63,2
415,69,3
287,1,0
287,3,0
287,9,2
287,11,1
287,20,0
287,22,0
287,29,1
287,43,0
287,58,2
287,90,1
275,1,0
275,3,1
275,16,1
275,31,3
275,32,1
275,34,1
275,35,1
275,43,1
275,49,2
275,69,1
552,1,3
552,9,0
552,12,0
552,16,0
552,22,0
552,23,1
552,31,0
552,39,1
552,45,0
552,55,0
497,1,1
497,4,1
497,5,0
497,21,3
497,23,3
497,35,3
497,43,2
497,53,3
497,54,0
497,55,3
13,1,1
13,2,3
13,5,1
13,9,3
13,10,3
13,12,0
13,13,2
13,14,3
13,25,0
13,43,1
285,1,3
285,16,0
285,25,0
285,27,1
285,50,2
285,56,0
285,57,0
285,63,2
285,70,0
285,85,0
208,1,3
208,3,1
208,8,0
208,9,3
208,28,1
208,34,1
208,44,3
208,47,2
208,53,2
208,65,2
555,1,3
555,16,0
555,20,1
555,22,0
555,23,2
555,34,3
555,35,1
555,36,3
555,40,1
555,63,2
525,1,0
525,3,2
525,13,3
525,19,2
525,31,1
525,40,1
525,53,1
525,56,1
525,60,1
525,65,1
335,1,2
335,9,3
335,16,1
335,20,0
335,21,0
335,28,0
335,35,0
335,36,0
335,37,0
335,61,0
126,1,0
126,9,1
126,11,2
126,16,2
126,19,2
126,22,2
126,39,3
126,47,2
126,55,2
126,66,3
292,1,1
292,10,2
292,13,2
292,19,2
292,21,2
292,28,1
292,35,2
292,52,2
292,73,2
292,99,2
705,1,1
705,13,1
705,20,1
705,22,2
705,29,2
705,30,3
705,34,2
705,58,1
705,60,2
705,61,2
553,1,0
553,2,2
553,5,0
553,28,2
553,43,2
553,44,2
553,50,2
553,54,2
553,61,3
553,99,2
272,1,0
272,16,3
272,28,3
272,29,3
272,34,0
272,39,3
272,42,3
272,48,1
272,58,3
272,88,3
310,1,0
310,13,1
310,22,2
310,23,3
310,27,1
310,34,1
310,36,3
310,43,1
310,45,3
310,63,1
562,1,3
562,4,1
562,13,1
562,16,1
562,21,1
562,22,1
562,37,1
562,40,1
562,43,0
562,48,1
595,1,2
595,12,3
595,13,0
595,20,1
595,21,3
595,32,2
595,35,3
595,50,2
595,58,2
595,59,3
413,1,1
413,3,1
413,12,2
413,16,3
413,21,1
413,25,3
413,28,3
413,30,3
413,31,3
413,50,3
115,1,0
115,3,2
115,9,2
115,12,3
115,13,2
115,20,2
115,41,2
115,51,3
115,53,2
115,54,3
116,1,0
116,12,3
116,13,3
116,14,3
116,17,3
116,23,3
116,35,3
116,40,3
116,47,0
116,61,1
445,1,1
445,3,1
445,10,0
445,13,1
445,16,0
445,20,0
445,25,0
445,37,0
445,43,0
445,45,0
78,1,2
78,9,2
78,10,3
78,16,3
78,20,3
78,21,3
78,22,3
78,29,3
78,30,1
78,43,3
518,1,1
518,2,2
518,9,0
518,11,2
518,13,2
518,16,2
518,19,1
518,31,1
518,53,2
518,65,2
232,1,1
232,13,3
232,29,3
232,31,3
232,40,2
232,47,2
232,49,2
232,51,2
232,63,3
232,72,0
456,1,1
456,4,2
456,8,2
456,15,2
456,21,2
456,34,2
456,40,2
456,54,1
456,60,2
456,61,2
95,1,2
95,2,1
95,3,1
95,9,1
95,10,1
95,13,3
95,20,1
95,22,1
95,44,1
95,67,1
704,1,0
704,16,3
704,21,3
704,28,3
704,34,3
704,35,3
704,51,3
704,54,0
704,73,3
704,107,0
155,1,0
155,2,2
155,3,2
155,4,2
155,10,1
155,15,1
155,22,2
155,23,0
155,40,2
155,61,2
162,1,2
162,9,1
162,16,0
162,27,1
162,29,0
162,31,2
162,42,3
162,48,1
162,58,1
162,85,1
617,1,0
617,10,0
617,19,2
617,21,2
617,31,2
617,34,3
617,35,3
617,39,2
617,43,2
617,58,2
41,1,0
41,16,2
41,30,2
41,31,2
41,34,2
41,35,1
41,49,2
41,72,2
41,74,2
41,75,3
556,1,3
556,5,2
556,13,2
556,17,0
556,19,2
556,20,0
556,25,2
556,35,2
556,39,2
556,66,2
269,1,3
269,3,0
269,13,0
269,15,0
269,16,1
269,22,0
269,36,3
269,53,0
269,57,2
269,75,0
46,1,1
46,2,2
46,7,0
46,9,0
46,16,0
46,23,0
46,37,1
46,40,0
46,43,0
46,47,0
197,1,0
197,9,1
197,11,1
197,17,2
197,23,3
197,32,1
197,37,0
197,56,3
197,90,3
197,91,1
568,1,3
568,14,0
568,20,2
568,40,2
568,43,2
568,54,2
568,56,1
568,61,1
568,63,0
568,89,2
354,1,2
354,5,0
354,15,0
354,23,1
354,27,1
354,32,2
354,52,1
354,55,1
354,60,3
354,62,3
118,1,0
118,8,2
118,16,2
118,20,2
118,23,1
118,25,2
118,28,2
118,29,2
118,34,1
118,53,2
301,1,2
301,3,3
301,5,1
301,10,3
301,13,2
301,31,1
301,35,0
301,39,0
301,55,3
301,56,3
678,1,1
678,13,0
678,16,3
678,20,2
678,22,3
678,25,2
678,34,0
678,43,3
678,54,3
678,88,3
347,1,2
347,3,1
347,8,1
347,10,1
347,12,0
347,34,1
347,44,0
347,47,1
347,50,3
347,61,1
257,1,2
257,2,1
257,5,1
257,31,3
257,35,0
257,37,0
257,48,1
257,52,0
257,60,2
257,90,0
71,1,3
71,13,2
71,15,3
71,34,2
71,35,2
71,47,2
71,51,2
71,54,2
71,55,3
71,66,3
23,1,2
23,3,0
23,10,0
23,13,0
23,20,0
23,36,1
23,39,0
23,48,0
23,55,2
23,64,0
366,1,1
366,4,3
366,16,3
366,21,0
366,34,3
366,35,3
366,39,2
366,41,3
366,43,3
366,51,3
322,1,0
322,3,3
322,9,3
322,17,0
322,20,3
322,41,3
322,44,3
322,45,1
322,61,3
322,87,3
625,1,3
625,3,2
625,9,0
625,15,2
625,16,3
625,29,2
625,31,2
625,34,2
625,36,2
625,43,3
12,1,3
12,2,1
12,4,1
12,8,1
12,10,3
12,26,1
12,31,3
12,34,1
12,43,1
12,50,0
179,1,1
179,9,1
179,20,3
179,23,2
179,31,2
179,34,3
179,42,1
179,48,2
179,54,2
179,65,2
304,1,0
304,2,3
304,16,1
304,17,0
304,23,1
304,29,1
304,31,1
304,61,0
304,90,1
304,97,0
505,1,3
505,12,1
505,17,3
505,20,1
505,32,1
505,39,1
505,40,1
505,52,1
505,60,0
505,96,3
477,1,3
477,9,0
477,13,0
477,17,0
477,20,0
477,27,0
477,29,0
477,41,0
477,43,0
477,66,0
452,1,3
452,2,3
452,9,0
452,16,2
452,25,3
452,28,2
452,29,0
452,31,2
452,37,2
452,56,2
125,1,2
125,15,2
125,16,2
125,22,0
125,28,1
125,30,3
125,39,0
125,47,2
125,50,0
125,81,2
428,1,1
428,3,0
428,5,0
428,17,0
428,27,2
428,34,0
428,41,1
428,61,2
428,72,0
428,80,1
256,1,0
256,8,1
256,13,2
256,14,1
256,20,1
256,22,1
256,31,2
256,35,2
256,44,2
256,53,1
1,1,0
1,2,3
1,3,3
1,4,3
1,5,0
1,6,2
1,7,0
1,8,3
1,9,0
1,10,0
388,1,2
388,2,1
388,4,1
388,6,1
388,14,1
388,16,0
388,40,1
388,41,1
388,50,1
388,51,0
6,1,1
6,13,2
6,16,1
6,20,2
6,25,2
6,35,2
6,36,2
6,37,2
6,38,3
6,39,2
611,1,1
611,11,3
611,13,3
611,17,3
611,21,3
611,22,3
611,34,0
611,37,3
611,43,1
611,56,1
106,1,0
106,3,3
106,9,3
106,37,0
106,42,3
106,43,3
106,54,3
106,55,2
106,56,2
106,61,3
368,1,3
368,3,3
368,9,0
368,13,0
368,19,0
368,24,2
368,31,0
368,34,1
368,40,0
368,47,2
426,1,3
426,9,3
426,13,0
426,28,1
426,34,3
426,35,1
426,37,1
426,40,1
426,54,2
426,58,1
290,1,0
290,3,0
290,7,1
290,12,1
290,13,3
290,16,2
290,21,1
290,22,1
290,29,1
290,45,1
147,1,1
147,2,3
147,3,3
147,5,3
147,37,3
147,40,1
147,47,3
147,61,2
147,76,0
147,77,3
174,1,1
174,3,0
174,6,3
174,10,3
174,13,0
174,21,3
174,22,3
174,35,3
174,60,3
174,61,0
31,1,3
31,9,2
31,10,0
31,13,2
31,15,2
31,20,2
31,31,2
31,35,1
31,43,2
31,48,2
156,1,0
156,3,2
156,8,3
156,21,2
156,22,2
156,25,2
156,31,2
156,35,2
156,39,3
156,56,2
653,1,1
653,11,2
653,13,3
653,21,0
653,22,3
653,25,2
653,29,1
653,55,3
653,59,3
653,61,2
223,1,1
223,2,0
223,3,2
223,6,3
223,9,2
223,20,2
223,29,2
223,31,0
223,35,2
223,45,2
87,1,3
87,8,1
87,14,1
87,16,0
87,28,1
87,31,1
87,34,1
87,39,1
87,43,1
87,69,1
398,1,0
398,10,2
398,13,1
398,25,1
398,35,1
398,40,1
398,47,1
398,51,1
398,53,1
398,91,1
84,1,3
84,14,0
84,16,0
84,17,0
84,20,0
84,22,0
84,25,0
84,35,0
84,40,3
84,56,0
102,1,0
102,9,2
102,15,0
102,27,3
102,28,1
102,31,1
102,34,1
102,50,1
102,60,1
102,73,1
81,1,3
81,12,1
81,15,0
81,31,1
81,37,1
81,39,0
81,41,1
81,67,1
81,77,3
81,85,1
317,1,1
317,2,3
317,3,3
317,10,1
317,13,3
317,16,3
317,22,3
317,34,1
317,37,3
317,62,3
90,1,3
90,3,1
90,4,2
90,13,1
90,36,3
90,48,3
90,49,2
90,50,1
90,77,2
90,90,2
539,2,1
539,3,1
539,8,1
539,21,3
539,23,0
539,31,0
539,43,2
539,45,0
539,47,2
539,55,3
358,2,3
358,9,1
358,12,1
358,13,3
358,21,3
358,25,1
358,35,3
358,36,3
358,52,0
358,54,1
63,2,1
63,3,3
63,19,1
63,34,0
63,37,0
63,40,1
63,43,3
63,55,0
63,83,2
63,84,2
168,2,0
168,3,0
168,7,0
168,9,0
168,13,0
168,29,0
168,44,3
168,53,3
168,61,0
168,76,0
566,2,3
566,3,3
566,8,3
566,20,3
566,23,3
566,42,3
566,43,3
566,54,3
566,60,3
566,62,3
169,2,1
169,7,1
169,13,1
169,16,1
169,20,1
169,21,1
169,35,1
169,39,0
169,45,0
169,62,3
210,2,2
210,3,3
210,13,1
210,31,2
210,35,0
210,47,2
210,48,0
210,54,2
210,66,1
210,94,2
432,2,2
432,14,2
432,16,2
432,20,2
432,22,2
432,24,2
432,29,2
432,31,1
432,34,2
432,53,3
537,2,3
537,9,3
537,12,1
537,20,3
537,23,3
537,30,3
537,36,3
537,47,2
537,66,3
537,76,3
435,2,0
435,4,2
435,7,0
435,12,0
435,20,0
435,27,2
435,62,3
435,72,0
435,94,2
435,105,3
538,2,3
538,9,3
538,13,3
538,31,1
538,47,3
538,50,0
538,54,3
538,58,0
538,60,2
538,61,2
45,2,0
45,3,3
45,9,0
45,10,0
45,16,0
45,20,0
45,31,2
45,39,3
45,53,0
45,67,0
614,2,2
614,3,2
614,13,2
614,21,2
614,29,3
614,30,3
614,34,2
614,35,2
614,61,3
614,65,2
644,2,1
644,3,1
644,10,1
644,13,1
644,19,1
644,21,1
644,31,1
644,34,2
644,40,1
644,56,1
339,2,2
339,3,0
339,12,2
339,14,2
339,19,1
339,32,1
339,34,1
339,35,2
339,37,2
339,67,1
188,2,0
188,3,3
188,9,0
188,15,0
188,16,2
188,28,3
188,31,3
188,40,0
188,41,0
188,60,0
21,2,2
21,15,2
21,16,2
21,23,2
21,34,2
21,40,2
21,43,2
21,47,2
21,50,2
21,63,0
25,2,2
25,3,1
25,9,2
25,10,2
25,22,2
25,34,1
25,44,0
25,50,0
25,58,2
25,66,0
330,2,0
330,8,0
330,27,0
330,31,0
330,34,0
330,35,0
330,39,0
330,47,0
330,69,0
330,96,3
374,2,1
374,3,0
374,9,2
374,21,3
374,23,2
374,26,1
374,35,1
374,40,1
374,41,1
374,62,0
523,2,0
523,10,0
523,20,2
523,23,0
523,30,1
523,37,0
523,49,0
523,51,0
523,58,3
523,63,0
80,2,1
80,5,0
80,9,1
80,16,0
80,18,2
80,20,1
80,25,2
80,53,2
80,58,3
80,87,1
241,2,0
241,3,1
241,5,0
241,12,0
241,13,0
241,22,0
241,25,0
241,29,0
241,41,2
241,58,3
64,2,2
64,13,2
64,23,2
64,29,2
64,35,2
64,39,2
64,40,2
64,47,0
64,55,2
64,83,2
175,2,1
175,3,3
175,13,3
175,16,1
175,21,1
175,30,0
175,35,1
175,40,2
175,43,1
175,47,1
145,2,0
145,9,0
145,13,0
145,16,0
145,17,3
145,22,0
145,29,0
145,31,2
145,32,3
145,39,0
252,2,2
252,3,0
252,7,3
252,16,3
252,22,2
252,23,3
252,39,1
252,41,0
252,42,3
252,54,0
363,2,3
363,10,3
363,13,3
363,15,3
363,37,3
363,39,3
363,40,3
363,50,1
363,56,3
363,60,1
561,2,1
561,8,3
561,13,1
561,17,0
561,19,1
561,20,1
561,35,0
561,39,3
561,55,1
561,56,1
49,2,2
49,3,0
49,9,1
49,16,1
49,25,2
49,28,2
49,35,2
49,50,2
49,73,2
49,76,2
638,2,2
638,9,2
638,20,2
638,26,0
638,31,2
638,43,2
638,44,2
638,51,1
638,60,2
638,73,2
137,2,3
137,10,3
137,21,3
137,23,2
137,27,3
137,34,3
137,35,3
137,37,3
137,44,3
137,50,3
449,2,3
449,5,1
449,12,1
449,20,3
449,23,3
449,35,3
449,37,3
449,41,2
449,46,3
449,57,2
393,2,0
393,3,2
393,7,0
393,16,3
393,27,2
393,31,0
393,35,1
393,37,0
393,39,0
393,70,0
560,2,1
560,12,1
560,13,1
560,16,1
560,26,0
560,35,0
560,53,3
560,58,0
560,60,0
560,65,1
331,2,3
331,3,3
331,13,3
331,14,0
331,16,3
331,27,0
331,35,0
331,40,0
331,58,3
331,68,2
217,2,1
217,8,1
217,9,1
217,17,1
217,27,1
217,37,1
217,41,1
217,60,0
217,63,1
217,77,2
300,2,1
300,3,1
300,9,0
300,16,0
300,21,1
300,22,1
300,40,1
300,49,2
300,65,2
300,68,1
62,2,0
62,7,2
62,10,0
62,13,0
62,34,0
62,39,1
62,42,0
62,61,0
62,76,0
62,81,0
436,2,3
436,3,2
436,4,3
436,7,3
436,16,3
436,20,0
436,22,0
436,37,3
436,61,0
436,70,3
83,2,0
83,10,0
83,11,0
83,13,0
83,16,0
83,20,0
83,21,1
83,26,0
83,77,0
83,89,0
546,2,2
546,3,3
546,8,2
546,12,0
546,13,2
546,16,2
546,21,2
546,25,2
546,54,0
546,56,3
430,2,2
430,8,0
430,20,2
430,22,2
430,23,2
430,29,1
430,31,2
430,56,2
430,61,2
430,83,2
544,2,0
544,3,0
544,5,3
544,9,0
544,13,1
544,16,1
544,35,0
544,40,2
544,43,2
544,59,0
51,2,2
51,9,2
51,17,3
51,23,0
51,24,2
51,25,2
51,39,3
51,40,2
51,54,0
51,58,0
352,2,1
352,11,1
352,20,2
352,21,1
352,25,1
352,31,2
352,35,1
352,41,1
352,44,1
352,52,1
367,2,1
367,3,1
367,16,1
367,19,1
367,20,1
367,23,1
367,31,2
367,40,1
367,50,1
367,63,1
382,2,3
382,9,3
382,13,2
382,19,2
382,20,3
382,21,0
382,23,3
382,28,3
382,40,0
382,56,3
324,2,3
324,9,3
324,13,1
324,19,3
324,24,3
324,31,3
324,44,3
324,62,2
324,88,3
324,89,3
10,2,0
10,3,2
10,9,0
10,12,0
10,16,3
10,21,3
10,34,0
10,51,0
10,53,0
10,54,0
234,2,1
234,3,1
234,9,3
234,16,2
234,20,1
234,43,3
234,55,1
234,56,1
234,63,1
234,74,1
109,2,1
109,3,0
109,15,1
109,21,3
109,34,2
109,35,1
109,40,2
109,44,3
109,47,1
109,78,0
652,2,0
652,9,0
652,13,0
652,16,0
652,31,2
652,34,0
652,40,2
652,57,2
652,62,3
652,66,0
423,2,0
423,13,0
423,16,1
423,17,0
423,23,0
423,53,0
423,56,3
423,60,0
423,65,0
423,90,0
668,2,3
668,3,1
668,13,3
668,19,1
668,22,3
668,23,3
668,35,1
668,40,2
668,44,3
668,54,3
427,2,3
427,3,3
427,10,3
427,13,0
427,15,3
427,21,3
427,22,3
427,34,2
427,42,3
427,67,0
237,2,1
237,5,1
237,13,1
237,20,1
237,33,1
237,35,0
237,41,1
237,43,1
237,44,1
237,60,0
450,2,3
450,10,3
450,12,3
450,13,3
450,25,0
450,32,3
450,35,3
450,40,3
450,41,3
450,52,2
334,2,3
334,12,3
334,20,0
334,23,0
334,26,3
334,28,1
334,35,3
334,43,3
334,47,0
334,98,3
441,2,3
441,9,3
441,17,3
441,25,3
441,29,3
441,30,3
441,35,3
441,37,2
441,47,3
441,73,3
464,2,2
464,3,2
464,13,2
464,16,2
464,31,2
464,36,3
464,43,2
464,50,3
464,65,2
464,81,1
603,2,3
603,3,3
603,9,1
603,11,0
603,21,3
603,22,3
603,31,2
603,35,3
603,49,3
603,58,0
231,2,1
231,4,1
231,6,1
231,16,0
231,17,1
231,19,1
231,35,1
231,37,1
231,43,2
231,68,1
337,2,3
337,3,3
337,8,3
337,10,3
337,13,3
337,21,3
337,39,1
337,41,3
337,47,3
337,88,1
27,2,3
27,3,1
27,9,3
27,13,1
27,23,2
27,25,2
27,34,0
27,52,0
27,56,1
27,67,3
496,2,1
496,9,1
496,16,1
496,17,1
496,28,1
496,31,1
496,35,1
496,43,1
496,49,1
496,69,0
353,2,2
353,9,0
353,16,3
353,22,2
353,31,2
353,40,3
353,43,2
353,58,2
353,69,2
353,70,2
235,2,2
235,3,2
235,9,2
235,10,2
235,12,3
235,13,2
235,16,1
235,26,2
235,50,2
235,95,2
532,2,3
532,5,0
532,14,3
532,21,3
532,23,3
532,26,3
532,27,3
532,35,1
532,67,3
532,69,3
