question,worker,answer
13,13,3
13,14,3
13,25,3
13,43,2
459,1,2
459,6,1
459,12,2
459,13,3
459,15,2
459,22,2
459,23,2
459,34,2
459,55,2
459,56,2
705,1,2
705,13,2
705,20,2
705,22,2
705,29,2
705,30,3
705,34,3
705,58,2
705,60,3
705,61,2
116,1,3
116,12,3
116,13,3
116,14,3
116,17,1
116,23,2
116,35,3
116,40,3
116,47,3
116,61,2
115,1,2
115,3,3
115,9,2
115,12,2
115,13,2
115,20,2
115,41,2
115,51,2
115,53,2
115,54,0
259,1,2
259,7,0
259,9,2
259,13,0
259,34,2
259,37,2
259,56,3
259,58,3
259,62,3
259,98,2
310,1,1
310,13,3
310,22,2
310,23,1
310,27,1
310,34,3
310,36,1
310,43,1
310,45,3
310,63,1
222,1,2
222,9,1
222,10,0
222,13,2
222,16,0
222,20,1
222,34,2
222,41,2
222,54,0
222,72,2
34,1,0
34,3,2
34,13,0
34,14,0
34,15,2
34,16,0
34,24,0
34,31,0
34,35,3
34,53,0
78,1,3
78,9,3
78,10,3
78,16,3
78,20,0
78,21,3
78,22,2
78,29,2
78,30,3
78,43,3
730,1,2
730,3,2
730,9,1
730,11,2
730,14,2
730,20,2
730,25,0
730,34,2
730,53,2
730,73,2
359,1,2
359,9,2
359,16,2
359,22,2
359,25,0
359,34,2
359,48,3
359,55,2
359,61,2
359,97,2
106,1,3
106,3,0
106,9,3
106,37,3
106,42,3
106,43,0
106,54,3
106,55,2
106,56,3
106,61,3
581,1,2
581,13,2
581,19,2
581,37,2
581,39,2
581,41,2
581,43,2
581,47,2
581,56,2
581,63,2
292,1,2
292,10,2
292,13,2
292,19,2
292,21,2
292,28,2
292,35,2
292,52,3
292,73,2
292,99,0
113,1,3
113,2,1
113,3,2
113,12,3
113,20,2
113,23,0
113,37,3
113,52,3
113,54,3
113,73,3
128,1,3
128,2,3
128,3,3
128,12,3
128,13,1
128,20,3
128,28,3
128,35,3
128,44,0
128,47,2
322,1,3
322,3,3
322,9,1
322,17,2
322,20,3
322,41,0
322,44,3
322,45,3
322,61,3
322,87,3
704,1,3
704,16,3
704,21,3
704,28,3
704,34,2
704,35,3
704,51,0
704,54,3
704,73,3
704,107,3
87,1,1
87,8,1
87,14,1
87,16,1
87,28,1
87,31,1
87,34,1
87,39,1
87,43,3
87,69,1
147,1,3
147,2,0
147,3,1
147,5,1
147,37,3
147,40,0
147,47,3
147,61,3
147,76,2
147,77,3
1,1,3
1,2,0
1,3,3
1,4,0
1,5,3
1,6,3
1,7,3
1,8,3
1,9,3
1,10,2
12,1,1
12,2,3
12,4,1
12,8,1
12,10,2
12,26,1
12,31,0
12,34,1
12,43,1
12,50,0
229,1,0
229,9,0
229,13,1
229,23,1
229,34,0
229,37,0
229,40,3
229,43,3
229,51,0
229,55,3
124,1,2
124,9,2
124,19,2
124,21,3
124,23,2
124,25,0
124,35,2
124,36,2
124,40,2
124,56,2
595,1,3
595,12,3
595,13,3
595,20,2
595,21,3
595,32,3
595,35,3
595,50,3
595,58,3
595,59,3
308,1,1
308,4,1
308,6,2
308,13,2
308,16,1
308,23,1
308,31,1
308,50,1
308,72,1
308,90,1
354,1,1
354,5,1
354,15,1
354,23,2
354,27,1
354,32,1
354,52,0
354,55,1
354,60,1
354,62,3
41,1,2
41,16,2
41,30,2
41,31,0
41,34,2
41,35,2
41,49,3
41,72,2
41,74,2
41,75,2
347,1,1
347,3,1
347,8,2
347,10,1
347,12,1
347,34,2
347,44,1
347,47,3
347,50,1
347,61,3
525,1,1
525,3,1
525,13,3
525,19,1
525,31,2
525,40,1
525,53,1
525,56,1
525,60,1
525,65,1
580,1,3
580,3,3
580,12,1
580,15,3
580,22,3
580,27,2
580,31,3
580,44,3
580,51,0
580,80,3
142,1,2
142,9,2
142,10,2
142,16,2
142,20,2
142,21,2
142,22,2
142,37,2
142,52,2
142,86,3
388,1,1
388,2,2
388,4,3
388,6,1
388,14,1
388,16,1
388,40,0
388,41,0
388,50,1
388,51,1
345,1,1
345,13,1
345,16,1
345,23,1
345,25,1
345,34,1
345,37,1
345,54,2
345,58,1
345,97,1
256,1,1
256,8,1
256,13,3
256,14,2
256,20,3
256,22,3
256,31,1
256,35,1
256,44,1
256,53,3
126,1,2
126,9,2
126,11,3
126,16,2
126,19,1
126,22,2
126,39,3
126,47,2
126,55,1
126,66,2
562,1,1
562,4,0
562,13,3
562,16,1
562,21,1
562,22,1
562,37,0
562,40,1
562,43,1
562,48,0
655,1,0
655,2,0
655,3,2
655,11,3
655,13,0
655,16,0
655,31,0
655,40,0
655,55,0
655,56,0
287,1,0
287,3,2
287,9,0
287,11,0
287,20,0
287,22,3
287,29,0
287,43,0
287,58,0
287,90,2
415,1,2
415,6,2
415,22,0
415,31,2
415,35,1
415,41,2
415,58,2
415,62,1
415,63,2
415,69,1
426,1,1
426,9,1
426,13,1
426,28,1
426,34,1
426,35,1
426,37,3
426,40,1
426,54,3
426,58,1
413,1,3
413,3,3
413,12,3
413,16,3
413,21,3
413,25,1
413,28,3
413,30,3
413,31,1
413,50,3
574,1,0
574,14,0
574,20,0
574,21,1
574,25,0
574,27,0
574,28,0
574,30,0
574,43,2
574,56,3
81,1,1
81,12,2
81,15,1
81,31,2
81,37,1
81,39,1
81,41,0
81,67,1
81,77,1
81,85,3
162,1,1
162,9,1
162,16,1
162,27,0
162,29,3
162,31,1
162,42,0
162,48,1
162,58,0
162,85,1
568,1,2
568,14,2
568,20,3
568,40,2
568,43,2
568,54,1
568,56,2
568,61,2
568,63,2
568,89,2
617,1,2
617,10,2
617,19,2
617,21,2
617,31,2
617,34,2
617,35,2
617,39,3
617,43,2
617,58,3
283,1,0
283,2,0
283,13,3
283,17,1
283,21,0
283,31,2
283,41,0
283,55,0
283,76,0
283,90,0
615,1,0
615,8,1
615,13,0
615,34,0
615,36,0
615,37,0
615,42,3
615,43,0
615,47,0
615,62,0
370,1,3
370,9,3
370,16,3
370,20,2
370,23,3
370,35,3
370,37,3
370,53,3
370,58,2
370,66,3
489,1,2
489,13,2
489,31,2
489,39,2
489,41,2
489,47,3
489,50,1
489,56,2
489,63,2
489,80,2
75,1,3
75,5,3
75,15,3
75,17,3
75,23,3
75,34,2
75,40,0
75,43,3
75,52,3
75,56,3
71,1,2
71,13,2
71,15,2
71,34,2
71,35,2
71,47,2
71,51,1
71,54,2
71,55,1
71,66,2
524,1,3
524,10,3
524,14,3
524,21,0
524,30,2
524,35,1
524,40,3
524,54,0
524,66,3
524,69,3
102,1,1
102,9,1
102,15,0
102,27,1
102,28,2
102,31,0
102,34,1
102,50,1
102,60,0
102,73,1
317,1,3
317,2,3
317,3,3
317,10,3
317,13,3
317,16,3
317,22,0
317,34,3
317,37,3
317,62,3
679,1,0
679,6,1
679,10,0
679,16,0
679,19,0
679,34,0
679,37,0
679,59,0
679,61,0
679,66,0
275,1,1
275,3,1
275,16,1
275,31,0
275,32,1
275,34,1
275,35,1
275,43,1
275,49,0
275,69,1
100,1,0
100,3,0
100,4,1
100,10,0
100,13,0
100,26,3
100,34,0
100,49,0
100,56,0
100,61,0
156,1,2
156,3,2
156,8,2
156,21,0
156,22,2
156,25,3
156,31,1
156,35,3
156,39,2
156,56,2
220,1,0
220,3,0
220,5,3
220,21,0
220,23,0
220,44,0
220,47,1
220,57,0
220,61,3
220,76,0
270,1,3
270,11,1
270,16,1
270,20,3
270,35,3
270,39,3
270,40,2
270,69,3
270,81,0
270,85,3
553,1,2
553,2,2
553,5,2
553,28,2
553,43,2
553,44,2
553,50,2
553,54,2
553,61,2
553,99,2
365,1,1
365,6,0
365,9,1
365,16,1
365,22,1
365,35,1
365,40,1
365,43,1
365,44,1
365,55,2
403,1,1
403,3,1
403,13,1
403,16,3
403,22,1
403,35,1
403,40,1
403,43,1
403,56,2
403,61,1
650,1,2
650,2,2
650,3,1
650,9,2
650,16,2
650,17,1
650,20,0
650,35,1
650,40,3
650,43,3
625,1,2
625,3,0
625,9,2
625,15,2
625,16,2
625,29,0
625,31,2
625,34,2
625,36,2
625,43,0
369,1,2
369,5,2
369,14,2
369,16,2
369,23,0
369,34,2
369,35,2
369,37,2
369,85,2
369,88,2
185,1,3
185,12,3
185,20,3
185,21,3
185,25,3
185,31,3
185,35,2
185,43,3
185,55,3
185,60,3
202,1,2
202,10,2
202,12,2
202,22,2
202,23,2
202,31,1
202,34,2
202,39,0
202,43,2
202,51,1
73,1,1
73,3,1
73,9,1
73,13,0
73,16,1
73,20,1
73,35,2
73,37,2
73,40,1
73,53,1
722,1,1
722,8,0
722,17,3
722,20,1
722,22,3
722,23,2
722,28,2
722,31,1
722,41,1
722,55,1
380,1,1
380,3,0
380,9,0
380,13,0
380,21,0
380,37,0
380,41,0
380,43,0
380,56,0
380,63,0
452,1,3
452,2,3
452,9,2
452,16,2
452,25,2
452,28,0
452,29,2
452,31,3
452,37,2
452,56,3
611,1,1
611,11,0
611,13,3
611,17,2
611,21,3
611,22,3
611,34,3
611,37,3
611,43,3
611,56,3
97,1,0
97,10,1
97,15,1
97,17,1
97,31,1
97,37,2
97,39,1
97,43,1
97,62,1
97,90,1
290,1,3
290,3,3
290,7,1
290,12,1
290,13,0
290,16,3
290,21,1
290,22,1
290,29,1
290,45,1
272,1,1
272,16,3
272,28,3
272,29,3
272,34,0
272,39,0
272,42,3
272,48,3
272,58,3
272,88,3
2,1,0
2,3,0
2,9,2
2,11,2
2,12,3
2,13,2
2,14,2
2,15,0
2,16,2
2,17,2
563,1,2
563,6,3
563,10,1
563,14,3
563,16,0
563,25,1
563,34,0
563,45,0
563,47,1
563,61,2
402,1,2
402,2,1
402,9,1
402,10,1
402,13,0
402,15,0
402,18,1
402,30,3
402,41,1
402,55,1
328,1,2
328,3,1
328,8,2
328,10,3
328,16,3
328,23,3
328,34,3
328,53,3
328,62,0
328,74,3
216,1,3
216,3,0
216,8,2
216,13,0
216,15,0
216,16,0
216,26,3
216,31,2
216,49,2
216,70,1
95,1,0
95,2,3
95,3,1
95,9,1
95,10,1
95,13,1
95,20,1
95,22,2
95,44,1
95,67,1
590,1,2
590,3,0
590,12,0
590,13,2
590,15,0
590,16,0
590,20,0
590,56,0
590,60,2
590,76,1
368,1,3
368,3,0
368,9,0
368,13,3
368,19,2
368,24,0
368,31,0
368,34,0
368,40,0
368,47,0
552,1,1
552,9,0
552,12,0
552,16,2
552,22,0
552,23,2
552,31,0
552,39,3
552,45,0
552,55,0
223,1,1
223,2,2
223,3,0
223,6,2
223,9,2
223,20,2
223,29,1
223,31,2
223,35,2
223,45,2
257,1,1
257,2,0
257,5,0
257,31,1
257,35,0
257,37,0
257,48,0
257,52,3
257,60,0
257,90,0
419,1,0
419,9,3
419,21,3
419,34,1
419,35,1
419,43,1
419,44,3
419,49,3
419,54,3
419,69,1
209,1,3
209,3,0
209,10,2
209,20,2
209,31,2
209,35,3
209,36,2
209,41,3
209,43,2
209,61,2
366,1,1
366,4,0
366,16,3
366,21,3
366,34,1
366,35,1
366,39,0
366,41,3
366,43,2
366,51,0
285,1,3
285,16,0
285,25,0
285,27,2
285,50,0
285,56,2
285,57,0
285,63,2
285,70,0
285,85,0
653,1,0
653,11,1
653,13,0
653,21,3
653,22,3
653,25,3
653,29,0
653,55,3
653,59,1
653,61,3
304,1,0
304,2,1
304,16,1
304,17,0
304,23,2
304,29,1
304,31,1
304,61,1
304,90,0
304,97,1
208,1,0
208,3,1
208,8,1
208,9,1
208,28,1
208,34,1
208,44,0
208,47,2
208,53,3
208,65,1
31,1,1
31,9,2
31,10,2
31,13,2
31,15,2
31,20,2
31,31,2
31,35,2
31,43,2
31,48,2
250,1,1
250,3,3
250,29,3
250,35,1
250,39,3
250,40,3
250,43,3
250,73,1
250,83,1
250,90,3
110,1,3
110,3,2
110,9,2
110,21,0
110,22,3
110,35,2
110,45,3
110,55,3
110,56,2
110,61,2
518,1,1
518,2,2
518,9,1
518,11,0
518,13,3
518,16,2
518,19,1
518,31,1
518,53,2
518,65,2
240,1,1
240,2,2
240,13,3
240,16,2
240,19,2
240,20,1
240,23,1
240,43,2
240,49,2
240,54,0
197,1,1
197,9,3
197,11,3
197,17,3
197,23,0
197,32,2
197,37,3
197,56,1
197,90,1
197,91,1
593,1,2
593,3,1
593,9,1
593,15,1
593,22,1
593,37,1
593,39,1
593,41,3
593,53,1
593,80,2
125,1,1
125,15,0
125,16,0
125,22,3
125,28,0
125,30,2
125,39,0
125,47,3
125,50,0
125,81,0
42,1,3
42,10,2
42,11,0
42,12,0
42,16,0
42,35,0
42,40,1
42,43,0
42,58,0
42,65,0
678,1,1
678,13,3
678,16,3
678,20,3
678,22,3
678,25,3
678,34,0
678,43,3
678,54,3
678,88,3
594,1,3
594,3,0
594,7,0
594,10,0
594,16,0
594,22,0
594,29,0
594,55,3
594,60,0
594,63,3
555,1,3
555,16,2
555,20,2
555,22,2
555,23,0
555,34,2
555,35,2
555,36,2
555,40,1
555,63,2
289,1,0
289,2,0
289,3,0
289,12,1
289,15,2
289,17,3
289,37,2
289,40,0
289,62,2
289,76,2
263,1,1
263,13,0
263,16,0
263,20,0
263,37,0
263,40,0
263,41,0
263,43,0
263,62,0
263,81,0
325,1,3
325,2,2
325,11,1
325,25,2
325,28,1
325,31,2
325,43,1
325,47,2
325,55,2
325,61,2
155,1,1
155,2,2
155,3,2
155,4,2
155,10,3
155,15,3
155,22,3
155,23,2
155,40,0
155,61,2
497,1,0
497,4,1
497,5,3
497,21,3
497,23,3
497,35,3
497,43,3
497,53,3
497,54,3
497,55,3
23,1,1
23,3,1
23,10,0
23,13,3
23,20,0
23,36,2
23,39,0
23,48,0
23,55,0
23,64,0
269,1,1
269,3,0
269,13,2
269,15,0
269,16,0
269,22,1
269,36,0
269,53,0
269,57,2
269,75,0
6,1,1
6,13,1
6,16,2
6,20,2
6,25,2
6,35,3
6,36,0
6,37,2
6,38,2
6,39,2
148,1,1
148,3,2
148,9,2
148,20,0
148,22,2
148,29,3
148,35,2
148,40,2
148,43,2
148,51,2
174,1,2
174,3,3
174,6,3
174,10,3
174,13,3
174,21,3
174,22,3
174,35,2
174,60,3
174,61,3
445,1,1
445,3,3
445,10,0
445,13,0
445,16,0
445,20,3
445,25,1
445,37,0
445,43,0
445,45,0
311,1,2
311,9,3
311,15,3
311,28,3
311,34,3
311,35,2
311,37,3
311,58,3
311,87,3
311,101,3
46,1,3
46,2,1
46,7,0
46,9,0
46,16,0
46,23,0
46,37,0
46,40,1
46,43,0
46,47,0
448,1,3
448,3,0
448,13,2
448,17,1
448,20,2
448,35,2
448,37,2
448,43,3
448,50,2
448,58,2
628,1,2
628,8,0
628,13,0
628,16,0
628,20,0
628,29,0
628,34,0
628,35,0
628,53,0
628,66,0
164,1,2
164,14,3
164,20,3
164,29,3
164,30,2
164,31,3
164,41,3
164,56,3
164,58,1
164,89,3
276,1,0
276,5,1
276,9,2
276,20,3
276,22,2
276,23,0
276,24,2
276,31,2
276,37,1
276,50,0
718,1,3
718,9,2
718,12,1
718,13,1
718,16,2
718,22,1
718,25,2
718,31,2
718,34,2
718,58,2
479,1,1
479,3,3
479,17,3
479,20,2
479,22,3
479,23,3
479,31,3
479,32,3
479,35,3
479,65,3
242,1,3
242,3,2
242,8,2
242,13,1
242,31,3
242,34,2
242,35,0
242,37,2
242,40,2
242,43,2
556,1,0
556,5,2
556,13,2
556,17,0
556,19,3
556,20,2
556,25,3
556,35,2
556,39,3
556,66,1
505,1,2
505,12,1
505,17,2
505,20,1
505,32,1
505,39,1
505,40,2
505,52,1
505,60,1
505,96,1
183,1,0
183,25,1
183,29,3
183,31,3
183,33,2
183,34,3
183,37,3
183,55,2
183,75,0
183,95,3
179,1,0
179,9,2
179,20,2
179,23,2
179,31,0
179,34,2
179,42,2
179,48,1
179,54,2
179,65,2
482,1,2
482,5,0
482,10,3
482,16,3
482,35,3
482,39,0
482,40,3
482,43,3
482,54,3
482,88,3
477,1,2
477,9,0
477,13,3
477,17,0
477,20,1
477,27,0
477,29,0
477,41,0
477,43,0
477,66,2
88,1,2
88,9,1
88,10,1
88,16,1
88,19,3
88,21,1
88,37,1
88,42,0
88,51,1
88,55,2
90,1,2
90,3,1
90,4,1
90,13,1
90,36,1
90,48,1
90,49,1
90,50,3
90,77,1
90,90,1
268,1,0
268,5,2
268,9,2
268,10,2
268,21,2
268,23,1
268,27,3
268,37,2
268,40,2
268,55,2
84,1,1
84,14,0
84,16,0
84,17,2
84,20,0
84,22,0
84,25,1
84,35,0
84,40,0
84,56,3
343,1,3
343,3,1
343,16,1
343,20,1
343,21,1
343,28,1
343,31,3
343,35,1
343,61,3
343,66,1
529,1,0
529,10,2
529,17,2
529,20,2
529,31,2
529,40,2
529,43,2
529,53,2
529,55,2
529,97,3
682,1,2
682,15,1
682,21,2
682,22,3
682,25,3
682,28,1
682,30,1
682,31,3
682,50,1
682,58,3
213,1,0
213,14,2
213,15,1
213,16,1
213,17,0
213,23,1
213,31,1
213,34,1
213,35,1
213,40,1
57,1,2
57,5,3
57,8,0
57,37,3
57,43,3
57,45,3
57,47,3
57,49,3
57,52,3
57,80,3
456,1,3
456,4,2
456,8,2
456,15,2
456,21,2
456,34,1
456,40,1
456,54,1
456,60,2
456,61,2
632,1,2
632,3,0
632,5,0
632,9,3
632,13,3
632,29,3
632,37,3
632,43,2
632,65,3
632,105,2
714,1,0
714,11,2
714,16,1
714,20,2
714,22,1
714,28,1
714,31,1
714,35,1
714,43,1
714,47,1
66,2,3
66,9,0
66,13,3
66,16,3
66,23,3
66,25,1
66,39,3
66,47,3
66,56,3
66,68,3
64,2,2
64,13,0
64,23,2
64,29,2
64,35,3
64,39,2
64,40,2
64,47,2
64,55,2
64,83,2
137,2,3
137,10,3
137,21,2
137,23,3
137,27,3
137,34,3
137,35,3
137,37,0
137,44,3
137,50,3
566,2,3
566,3,3
566,8,3
566,20,0
566,23,3
566,42,3
566,43,2
566,54,3
566,60,1
566,62,1
344,2,2
344,3,2
344,4,1
344,23,2
344,37,2
344,61,2
344,62,2
344,72,0
344,85,2
344,99,2
436,2,3
436,3,3
436,4,3
436,7,2
436,16,2
436,20,3
436,22,0
436,37,1
436,61,3
436,70,1
217,2,1
217,8,1
217,9,1
217,17,1
217,27,1
217,37,2
217,41,1
217,60,1
217,63,3
217,77,1
235,2,2
235,3,2
235,9,2
235,10,2
235,12,2
235,13,1
235,16,2
235,26,3
235,50,3
235,95,3
367,2,1
367,3,2
367,16,1
367,19,1
367,20,2
367,23,1
367,31,1
367,40,1
367,50,1
367,63,1
449,2,3
449,5,3
449,12,3
449,20,3
449,23,3
449,35,1
449,37,3
449,41,3
449,46,3
449,57,2
330,2,0
330,8,0
330,27,0
330,31,0
330,34,0
330,35,0
330,39,3
330,47,3
330,69,0
330,96,2
337,2,3
337,3,3
337,8,3
337,10,1
337,13,0
337,21,0
337,39,3
337,41,3
337,47,0
337,88,3
21,2,2
21,15,2
21,16,2
21,23,2
21,34,1
21,40,2
21,43,2
21,47,2
21,50,2
21,63,2
382,2,3
382,9,3
382,13,3
382,19,0
382,20,0
382,21,3
382,23,3
382,28,3
382,40,3
382,56,3
83,2,0
83,10,0
83,11,2
83,13,0
83,16,0
83,20,0
83,21,0
83,26,2
83,77,0
83,89,0
45,2,0
45,3,3
45,9,0
45,10,0
45,16,0
45,20,2
45,31,0
45,39,0
45,53,0
45,67,0
425,2,2
425,3,2
425,12,2
425,16,2
425,31,2
425,34,1
425,35,2
425,37,2
425,56,2
425,99,0
352,2,1
352,11,2
352,20,2
352,21,2
352,25,2
352,31,1
352,35,1
352,41,1
352,44,1
352,52,1
668,2,3
668,3,3
668,13,0
668,19,3
668,22,3
668,23,0
668,35,3
668,40,1
668,44,0
668,54,0
496,2,1
496,9,2
496,16,1
496,17,1
496,28,1
496,31,1
496,35,0
496,43,1
496,49,1
496,69,1
603,2,3
603,3,1
603,9,0
603,11,3
603,21,0
603,22,2
603,31,3
603,35,3
603,49,0
603,58,3
234,2,1
234,3,1
234,9,1
234,16,1
234,20,1
234,43,1
234,55,1
234,56,1
234,63,1
234,74,1
25,2,2
25,3,0
25,9,2
25,10,2
25,22,2
25,34,2
25,44,2
25,50,2
25,58,2
25,66,2
331,2,3
331,3,1
331,13,3
331,14,3
331,16,3
331,27,0
331,35,3
331,40,1
331,58,0
331,68,0
539,2,1
539,3,2
539,8,3
539,21,3
539,23,1
539,31,1
539,43,1
539,45,1
539,47,1
539,55,0
252,2,2
252,3,2
252,7,2
252,16,2
252,22,0
252,23,2
252,39,0
252,41,2
252,42,2
252,54,0
538,2,3
538,9,3
538,13,3
538,31,0
538,47,1
538,50,2
538,54,3
538,58,1
538,60,1
538,61,3
288,2,0
288,9,0
288,22,0
288,28,0
288,29,0
288,31,2
288,34,1
288,40,2
288,43,2
288,58,0
435,2,0
435,4,2
435,7,1
435,12,0
435,20,1
435,27,0
435,62,1
435,72,1
435,94,0
435,105,0
406,2,1
406,13,1
406,16,3
406,22,2
406,26,0
406,34,1
406,35,1
406,50,1
406,61,1
406,70,1
123,2,2
123,3,3
123,16,2
123,21,2
123,26,2
123,31,2
123,35,2
123,37,2
123,50,3
123,52,1
407,2,1
407,9,0
407,29,1
407,31,3
407,34,3
407,50,1
407,56,1
407,63,1
407,66,0
407,85,1
62,2,0
62,7,0
62,10,0
62,13,1
62,34,1
62,39,0
62,42,2
62,61,1
62,76,0
62,81,0
145,2,0
145,9,0
145,13,2
145,16,0
145,17,0
145,22,0
145,29,0
145,31,3
145,32,0
145,39,0
464,2,2
464,3,2
464,13,2
464,16,2
464,31,3
464,36,2
464,43,2
464,50,2
464,65,2
464,81,0
80,2,1
80,5,1
80,9,1
80,16,1
80,18,1
80,20,2
80,25,1
80,53,1
80,58,1
80,87,1
109,2,1
109,3,1
109,15,3
109,21,1
109,34,1
109,35,3
109,40,1
109,44,2
109,47,2
109,78,1
652,2,0
652,9,0
652,13,0
652,16,0
652,31,0
652,34,3
652,40,0
652,57,0
652,62,0
652,66,0
577,2,2
577,7,2
577,9,2
577,10,2
577,28,2
577,31,2
577,37,2
577,50,2
577,56,3
577,81,2
638,2,2
638,9,2
638,20,1
638,26,0
638,31,2
638,43,2
638,44,1
638,51,2
638,60,1
638,73,2
51,2,2
51,9,2
51,17,0
51,23,1
51,24,2
51,25,0
51,39,0
51,40,2
51,54,2
51,58,2
544,2,0
544,3,1
544,5,0
544,9,0
544,13,0
544,16,3
544,35,1
544,40,0
544,43,0
544,59,0
450,2,3
450,10,0
450,12,2
450,13,3
450,25,3
450,32,3
450,35,3
450,40,3
450,41,3
450,52,3
218,2,2
218,3,2
218,6,2
218,14,3
218,17,2
218,31,3
218,40,2
218,55,2
218,62,2
218,69,0
146,2,1
146,3,0
146,5,1
146,9,1
146,15,1
146,21,1
146,22,2
146,37,3
146,40,1
146,76,2
363,2,3
363,10,3
363,13,1
363,15,3
363,37,3
363,39,2
363,40,0
363,50,3
363,56,3
363,60,3
614,2,2
614,3,1
614,13,2
614,21,2
614,29,2
614,30,2
614,34,2
614,35,2
614,61,1
614,65,3
644,2,1
644,3,1
644,10,1
644,13,1
644,19,1
644,21,1
644,31,1
644,34,1
644,40,2
644,56,1
423,2,0
423,13,2
423,16,1
423,17,0
423,23,0
423,53,0
423,56,0
423,60,2
423,65,1
423,90,3
169,2,1
169,7,1
169,13,2
169,16,3
169,20,2
169,21,0
169,35,3
169,39,0
169,45,1
169,62,1
430,2,2
430,8,0
430,20,2
430,22,2
430,23,0
430,29,2
430,31,2
430,56,2
430,61,2
430,83,1
297,2,2
297,3,2
297,9,2
297,28,2
297,34,2
297,37,2
297,40,2
297,41,2
297,51,1
297,55,2
374,2,1
374,3,0
374,9,1
374,21,1
374,23,1
374,26,3
374,35,1
374,40,1
374,41,3
374,62,2
546,2,2
546,3,0
546,8,3
546,12,2
546,13,0
546,16,2
546,21,2
546,25,2
546,54,2
546,56,3
349,2,1
349,5,1
349,6,1
349,9,1
349,14,3
349,20,1
349,34,1
349,35,1
349,42,2
349,51,3
427,2,3
427,3,1
427,10,3
427,13,3
427,15,0
427,21,3
427,22,0
427,34,3
427,42,3
427,67,3
453,2,3
453,5,3
453,7,3
453,12,3
453,13,2
453,20,3
453,43,3
453,47,3
453,55,0
453,70,3
432,2,2
432,14,1
432,16,2
432,20,2
432,22,2
432,24,2
432,29,2
432,31,1
432,34,2
432,53,2
444,2,1
444,4,1
444,10,1
444,21,1
444,23,1
444,31,1
444,40,1
444,41,1
444,51,1
444,66,1
231,2,1
231,4,1
231,6,0
231,16,1
231,17,0
231,19,1
231,35,1
231,37,2
231,43,1
231,68,1
334,2,3
334,12,3
334,20,3
334,23,3
334,26,3
334,28,0
334,35,3
334,43,3
334,47,3
334,98,3
339,2,2
339,3,0
339,12,2
339,14,2
339,19,2
339,32,2
339,34,2
339,35,3
339,37,2
339,67,1
237,2,1
237,5,1
237,13,1
237,20,0
237,33,1
237,35,1
237,41,1
237,43,1
237,44,1
237,60,1
168,2,0
168,3,0
168,7,0
168,9,1
168,13,0
168,29,2
168,44,1
168,53,0
168,61,0
168,76,0
175,2,1
175,3,2
175,13,1
175,16,1
175,21,1
175,30,1
175,35,1
175,40,0
175,43,1
175,47,0
210,2,2
210,3,3
210,13,1
210,31,1
210,35,2
210,47,2
210,48,3
210,54,0
210,66,2
210,94,2
532,2,0
532,5,3
532,14,3
532,21,3
532,23,3
532,26,1
532,27,3
532,35,3
532,67,3
532,69,2
300,2,2
300,3,1
300,9,1
300,16,1
300,21,1
300,22,3
300,40,0
300,49,2
300,65,2
300,68,1
188,2,1
188,3,0
188,9,0
188,15,0
188,16,0
188,28,0
188,31,0
188,40,0
188,41,0
188,60,0
