question,worker,answer
718,16,2
718,22,2
718,25,2
718,31,3
718,34,2
718,58,1
183,1,3
183,25,2
183,29,3
183,31,0
183,33,3
183,34,3
183,37,3
183,55,3
183,75,0
183,95,2
594,1,0
594,3,1
594,7,0
594,10,0
594,16,1
594,22,1
594,29,2
594,55,0
594,60,1
594,63,2
595,1,3
595,12,3
595,13,3
595,20,3
595,21,1
595,32,2
595,35,2
595,50,3
595,58,1
595,59,2
615,1,0
615,8,0
615,13,3
615,34,0
615,36,0
615,37,2
615,42,1
615,43,0
615,47,1
615,62,3
269,1,0
269,3,0
269,13,0
269,15,0
269,16,3
269,22,2
269,36,0
269,53,2
269,57,1
269,75,1
2,1,2
2,3,2
2,9,2
2,11,2
2,12,1
2,13,1
2,14,1
2,15,3
2,16,2
2,17,2
482,1,3
482,5,0
482,10,0
482,16,3
482,35,2
482,39,2
482,40,3
482,43,0
482,54,3
482,88,3
679,1,0
679,6,3
679,10,1
679,16,2
679,19,0
679,34,0
679,37,1
679,59,0
679,61,1
679,66,0
581,1,2
581,13,2
581,19,2
581,37,0
581,39,1
581,41,1
581,43,2
581,47,1
581,56,1
581,63,2
57,1,3
57,5,1
57,8,2
57,37,1
57,43,0
57,45,0
57,47,3
57,49,3
57,52,3
57,80,0
95,1,1
95,2,2
95,3,3
95,9,1
95,10,2
95,13,1
95,20,1
95,22,1
95,44,1
95,67,1
213,1,1
213,14,1
213,15,2
213,16,1
213,17,1
213,23,1
213,31,0
213,34,0
213,35,1
213,40,1
42,1,0
42,10,0
42,11,0
42,12,0
42,16,0
42,35,3
42,40,0
42,43,3
42,58,0
42,65,0
347,1,1
347,3,2
347,8,0
347,10,0
347,12,1
347,34,0
347,44,1
347,47,1
347,50,0
347,61,1
179,1,2
179,9,3
179,20,2
179,23,1
179,31,2
179,34,2
179,42,2
179,48,1
179,54,2
179,65,2
270,1,3
270,11,2
270,16,2
270,20,1
270,35,1
270,39,1
270,40,3
270,69,3
270,81,1
270,85,3
285,1,0
285,16,3
285,25,3
285,27,0
285,50,0
285,56,3
285,57,3
285,63,1
285,70,1
285,85,0
65,1,3
65,3,0
65,5,0
65,26,3
65,34,2
65,36,3
65,39,0
65,40,3
65,41,3
65,55,1
655,1,0
655,2,0
655,3,2
655,11,0
655,13,3
655,16,0
655,31,3
655,40,0
655,55,0
655,56,3
310,1,1
310,13,1
310,22,3
310,23,1
310,27,1
310,34,2
310,36,2
310,43,1
310,45,0
310,63,3
452,1,2
452,2,1
452,9,3
452,16,2
452,25,0
452,28,2
452,29,0
452,31,2
452,37,2
452,56,2
229,1,0
229,9,0
229,13,2
229,23,1
229,34,0
229,37,3
229,40,0
229,43,0
229,51,1
229,55,0
81,1,1
81,12,0
81,15,1
81,31,1
81,37,1
81,39,1
81,41,3
81,67,1
81,77,0
81,85,1
456,1,2
456,4,2
456,8,2
456,15,3
456,21,1
456,34,1
456,40,2
456,54,3
456,60,0
456,61,1
162,1,1
162,9,1
162,16,3
162,27,2
162,29,1
162,31,1
162,42,1
162,48,1
162,58,1
162,85,3
289,1,2
289,2,2
289,3,0
289,12,3
289,15,2
289,17,2
289,37,2
289,40,2
289,62,3
289,76,1
617,1,2
617,10,0
617,19,3
617,21,2
617,31,0
617,34,2
617,35,2
617,39,3
617,43,3
617,58,1
8,1,3
8,3,0
8,5,3
8,20,0
8,23,3
8,40,0
8,44,0
8,45,3
8,46,2
8,47,0
197,1,2
197,9,2
197,11,1
197,17,3
197,23,2
197,32,2
197,37,3
197,56,3
197,90,3
197,91,2
97,1,2
97,10,1
97,15,1
97,17,0
97,31,3
97,37,3
97,39,3
97,43,2
97,62,2
97,90,1
87,1,2
87,8,1
87,14,0
87,16,1
87,28,2
87,31,1
87,34,1
87,39,1
87,43,3
87,69,1
328,1,2
328,3,3
328,8,3
328,10,1
328,16,3
328,23,3
328,34,3
328,53,1
328,62,0
328,74,0
365,1,3
365,6,1
365,9,1
365,16,1
365,22,1
365,35,1
365,40,1
365,43,1
365,44,2
365,55,1
451,1,2
451,13,3
451,16,3
451,31,3
451,35,3
451,36,0
451,37,3
451,43,1
451,62,1
451,94,1
524,1,2
524,10,1
524,14,1
524,21,3
524,30,0
524,35,3
524,40,3
524,54,3
524,66,1
524,69,1
380,1,1
380,3,2
380,9,0
380,13,3
380,21,3
380,37,0
380,41,0
380,43,1
380,56,0
380,63,0
625,1,1
625,3,2
625,9,1
625,15,1
625,16,2
625,29,3
625,31,3
625,34,2
625,36,1
625,43,3
308,1,2
308,4,1
308,6,1
308,13,1
308,16,0
308,23,1
308,31,2
308,50,3
308,72,2
308,90,3
23,1,3
23,3,0
23,10,0
23,13,0
23,20,0
23,36,3
23,39,1
23,48,0
23,55,0
23,64,0
518,1,3
518,2,1
518,9,3
518,11,3
518,13,1
518,16,2
518,19,3
518,31,0
518,53,2
518,65,2
377,1,0
377,13,2
377,17,2
377,20,2
377,28,1
377,29,2
377,37,2
377,42,0
377,55,0
377,60,2
125,1,1
125,15,0
125,16,2
125,22,0
125,28,0
125,30,0
125,39,1
125,47,1
125,50,3
125,81,0
403,1,2
403,3,1
403,13,1
403,16,3
403,22,1
403,35,2
403,40,1
403,43,0
403,56,1
403,61,1
126,1,3
126,9,0
126,11,0
126,16,1
126,19,0
126,22,0
126,39,2
126,47,2
126,55,3
126,66,2
345,1,3
345,13,3
345,16,0
345,23,0
345,25,0
345,34,1
345,37,3
345,54,3
345,58,1
345,97,3
497,1,1
497,4,2
497,5,3
497,21,3
497,23,3
497,35,3
497,43,3
497,53,0
497,54,2
497,55,1
428,1,3
428,3,0
428,5,0
428,17,2
428,27,2
428,34,0
428,41,0
428,61,0
428,72,1
428,80,2
283,1,2
283,2,0
283,13,0
283,17,3
283,21,0
283,31,2
283,41,0
283,55,0
283,76,0
283,90,0
563,1,2
563,6,3
563,10,1
563,14,0
563,16,1
563,25,0
563,34,1
563,45,0
563,47,0
563,61,3
216,1,1
216,3,0
216,8,3
216,13,0
216,15,2
216,16,2
216,26,3
216,31,0
216,49,3
216,70,0
102,1,0
102,9,2
102,15,3
102,27,1
102,28,1
102,31,0
102,34,2
102,50,2
102,60,0
102,73,2
259,1,1
259,7,2
259,9,0
259,13,1
259,34,2
259,37,2
259,56,2
259,58,2
259,62,2
259,98,3
106,1,0
106,3,3
106,9,3
106,37,3
106,42,1
106,43,3
106,54,1
106,55,3
106,56,3
106,61,0
304,1,2
304,2,0
304,16,1
304,17,1
304,23,3
304,29,1
304,31,2
304,61,3
304,90,1
304,97,1
268,1,3
268,5,2
268,9,0
268,10,2
268,21,0
268,23,2
268,27,1
268,37,2
268,40,0
268,55,3
580,1,0
580,3,2
580,12,3
580,15,1
580,22,2
580,27,3
580,31,3
580,44,2
580,51,3
580,80,3
275,1,2
275,3,1
275,16,1
275,31,0
275,32,0
275,34,2
275,35,3
275,43,1
275,49,3
275,69,1
31,1,3
31,9,1
31,10,2
31,13,3
31,15,1
31,20,2
31,31,2
31,35,2
31,43,0
31,48,2
292,1,1
292,10,1
292,13,2
292,19,2
292,21,0
292,28,2
292,35,2
292,52,0
292,73,1
292,99,3
388,1,0
388,2,1
388,4,1
388,6,2
388,14,2
388,16,1
388,40,0
388,41,0
388,50,0
388,51,1
100,1,3
100,3,2
100,4,0
100,10,0
100,13,1
100,26,3
100,34,0
100,49,0
100,56,0
100,61,2
579,1,0
579,7,2
579,9,3
579,12,0
579,13,0
579,17,3
579,20,2
579,25,1
579,51,1
579,53,3
41,1,1
41,16,2
41,30,2
41,31,1
41,34,2
41,35,1
41,49,2
41,72,2
41,74,2
41,75,2
383,1,3
383,10,1
383,34,1
383,39,1
383,40,1
383,44,0
383,47,3
383,48,1
383,79,1
383,102,1
272,1,1
272,16,3
272,28,3
272,29,0
272,34,3
272,39,0
272,42,3
272,48,0
272,58,0
272,88,3
419,1,0
419,9,3
419,21,1
419,34,1
419,35,3
419,43,2
419,44,3
419,49,0
419,54,1
419,69,2
448,1,3
448,3,2
448,13,1
448,17,3
448,20,1
448,35,1
448,37,1
448,43,2
448,50,0
448,58,1
505,1,0
505,12,2
505,17,1
505,20,2
505,32,3
505,39,1
505,40,1
505,52,1
505,60,1
505,96,3
335,1,2
335,9,3
335,16,0
335,20,0
335,21,1
335,28,0
335,35,0
335,36,2
335,37,0
335,61,0
202,1,3
202,10,1
202,12,2
202,22,2
202,23,2
202,31,0
202,34,0
202,39,0
202,43,0
202,51,1
433,1,3
433,5,1
433,9,0
433,15,0
433,16,0
433,25,3
433,28,0
433,43,0
433,52,1
433,58,0
415,1,1
415,6,3
415,22,1
415,31,3
415,35,3
415,41,1
415,58,2
415,62,3
415,63,2
415,69,3
311,1,1
311,9,3
311,15,0
311,28,1
311,34,3
311,35,3
311,37,1
311,58,3
311,87,3
311,101,3
574,1,1
574,14,1
574,20,2
574,21,0
574,25,0
574,27,1
574,28,0
574,30,2
574,43,2
574,56,1
223,1,3
223,2,1
223,3,1
223,6,2
223,9,3
223,20,1
223,29,2
223,31,2
223,35,2
223,45,2
124,1,1
124,9,0
124,19,2
124,21,3
124,23,2
124,25,2
124,35,2
124,36,0
124,40,1
124,56,1
489,1,0
489,13,0
489,31,2
489,39,3
489,41,2
489,47,3
489,50,0
489,56,2
489,63,2
489,80,3
174,1,0
174,3,3
174,6,0
174,10,3
174,13,0
174,21,1
174,22,2
174,35,3
174,60,3
174,61,1
590,1,1
590,3,1
590,12,3
590,13,3
590,15,0
590,16,0
590,20,1
590,56,0
590,60,2
590,76,0
242,1,0
242,3,3
242,8,2
242,13,3
242,31,0
242,34,0
242,35,1
242,37,2
242,40,0
242,43,3
78,1,0
78,9,2
78,10,2
78,16,1
78,20,3
78,21,0
78,22,0
78,29,1
78,30,3
78,43,3
113,1,1
113,2,2
113,3,3
113,12,3
113,20,2
113,23,1
113,37,2
113,52,3
113,54,0
113,73,3
678,1,0
678,13,2
678,16,0
678,20,3
678,22,1
678,25,1
678,34,1
678,43,3
678,54,2
678,88,3
730,1,0
730,3,0
730,9,3
730,11,2
730,14,2
730,20,0
730,25,2
730,34,2
730,53,2
730,73,2
208,1,2
208,3,1
208,8,0
208,9,2
208,28,1
208,34,1
208,44,0
208,47,1
208,53,0
208,65,3
682,1,3
682,15,1
682,21,2
682,22,1
682,25,1
682,28,3
682,30,0
682,31,1
682,50,0
682,58,1
325,1,1
325,2,2
325,11,0
325,25,1
325,28,2
325,31,2
325,43,0
325,47,1
325,55,2
325,61,2
220,1,3
220,3,0
220,5,0
220,21,2
220,23,0
220,44,0
220,47,0
220,57,0
220,61,0
220,76,1
301,1,0
301,3,2
301,5,3
301,10,3
301,13,3
301,31,3
301,35,0
301,39,3
301,55,3
301,56,3
290,1,2
290,3,2
290,7,2
290,12,3
290,13,3
290,16,2
290,21,1
290,22,3
290,29,1
290,45,3
12,1,3
12,2,1
12,4,1
12,8,1
12,10,1
12,26,3
12,31,2
12,34,1
12,43,3
12,50,0
73,1,0
73,3,0
73,9,1
73,13,0
73,16,3
73,20,1
73,35,0
73,37,1
73,40,2
73,53,3
402,1,0
402,2,1
402,9,0
402,10,3
402,13,1
402,15,1
402,18,2
402,30,1
402,41,1
402,55,0
6,1,0
6,13,3
6,16,2
6,20,0
6,25,2
6,35,3
6,36,2
6,37,2
6,38,1
6,39,2
426,1,3
426,9,1
426,13,1
426,28,3
426,34,1
426,35,1
426,37,1
426,40,2
426,54,1
426,58,3
222,1,3
222,9,2
222,10,3
222,13,3
222,16,2
222,20,0
222,34,2
222,41,0
222,54,0
222,72,0
477,1,3
477,9,3
477,13,0
477,17,0
477,20,1
477,27,0
477,29,3
477,41,2
477,43,0
477,66,3
118,1,3
118,8,1
118,16,3
118,20,2
118,23,0
118,25,0
118,28,0
118,29,2
118,34,3
118,53,1
75,1,2
75,5,3
75,15,3
75,17,3
75,23,3
75,34,3
75,40,3
75,43,1
75,52,3
75,56,3
250,1,1
250,3,0
250,29,3
250,35,3
250,39,1
250,40,2
250,43,3
250,73,3
250,83,2
250,90,1
164,1,2
164,14,0
164,20,1
164,29,2
164,30,2
164,31,3
164,41,2
164,56,3
164,58,3
164,89,0
147,1,0
147,2,2
147,3,0
147,5,3
147,37,0
147,40,2
147,47,3
147,61,3
147,76,3
147,77,3
530,1,0
530,3,0
530,9,1
530,13,0
530,15,3
530,16,3
530,22,3
530,37,2
530,53,2
530,55,3
155,1,1
155,2,0
155,3,0
155,4,1
155,10,2
155,15,1
155,22,0
155,23,2
155,40,0
155,61,2
257,1,2
257,2,2
257,5,0
257,31,2
257,35,0
257,37,0
257,48,1
257,52,0
257,60,0
257,90,0
529,1,3
529,10,1
529,17,1
529,20,2
529,31,2
529,40,1
529,43,1
529,53,2
529,55,2
529,97,3
34,1,3
34,3,3
34,13,3
34,14,2
34,15,0
34,16,0
34,24,0
34,31,1
34,35,3
34,53,3
525,1,3
525,3,1
525,13,1
525,19,0
525,31,1
525,40,3
525,53,0
525,56,0
525,60,3
525,65,0
13,1,2
13,2,0
13,5,3
13,9,3
13,10,3
13,12,1
13,13,2
13,14,0
13,25,3
13,43,1
370,1,2
370,9,2
370,16,0
370,20,0
370,23,1
370,35,3
370,37,3
370,53,3
370,58,1
370,66,0
156,1,0
156,3,2
156,8,2
156,21,0
156,22,1
156,25,3
156,31,2
156,35,0
156,39,2
156,56,1
568,1,3
568,14,3
568,20,2
568,40,2
568,43,2
568,54,2
568,56,2
568,61,0
568,63,0
568,89,2
323,1,1
323,3,2
323,12,2
323,25,2
323,27,2
323,31,0
323,34,3
323,37,1
323,39,2
323,40,3
317,1,0
317,2,3
317,3,3
317,10,3
317,13,1
317,16,3
317,22,1
317,34,1
317,37,0
317,62,3
287,1,2
287,3,1
287,9,0
287,11,0
287,20,0
287,22,0
287,29,0
287,43,0
287,58,2
287,90,2
232,1,1
232,13,2
232,29,1
232,31,2
232,40,1
232,47,2
232,49,2
232,51,2
232,63,3
232,72,3
128,1,0
128,2,1
128,3,2
128,12,3
128,13,2
128,20,0
128,28,1
128,35,3
128,44,3
128,47,1
704,1,1
704,16,1
704,21,3
704,28,3
704,34,3
704,35,3
704,51,1
704,54,3
704,73,3
704,107,2
614,2,2
614,3,2
614,13,2
614,21,0
614,29,1
614,30,1
614,34,2
614,35,2
614,61,2
614,65,2
237,2,1
237,5,1
237,13,1
237,20,3
237,33,1
237,35,3
237,41,0
237,43,2
237,44,3
237,60,0
652,2,0
652,9,1
652,13,1
652,16,0
652,31,1
652,34,0
652,40,2
652,57,2
652,62,0
652,66,1
450,2,3
450,10,3
450,12,1
450,13,0
450,25,2
450,32,0
450,35,0
450,40,3
450,41,1
450,52,0
382,2,3
382,9,3
382,13,2
382,19,3
382,20,1
382,21,0
382,23,0
382,28,3
382,40,3
382,56,3
49,2,2
49,3,2
49,9,2
49,16,1
49,25,2
49,28,2
49,35,2
49,50,3
49,73,0
49,76,2
217,2,1
217,8,2
217,9,1
217,17,0
217,27,0
217,37,2
217,41,1
217,60,3
217,63,0
217,77,1
297,2,2
297,3,0
297,9,2
297,28,1
297,34,0
297,37,2
297,40,0
297,41,2
297,51,0
297,55,0
145,2,0
145,9,1
145,13,0
145,16,1
145,17,0
145,22,2
145,29,3
145,31,3
145,32,0
145,39,0
218,2,2
218,3,2
218,6,1
218,14,2
218,17,1
218,31,3
218,40,2
218,55,0
218,62,1
218,69,1
406,2,1
406,13,2
406,16,2
406,22,2
406,26,2
406,34,1
406,35,1
406,50,2
406,61,1
406,70,0
337,2,3
337,3,1
337,8,3
337,10,3
337,13,3
337,21,3
337,39,3
337,41,2
337,47,3
337,88,3
449,2,3
449,5,0
449,12,1
449,20,2
449,23,1
449,35,3
449,37,3
449,41,0
449,46,3
449,57,1
353,2,2
353,9,3
353,16,1
353,22,0
353,31,2
353,40,1
353,43,2
353,58,3
353,69,2
353,70,2
358,2,3
358,9,2
358,12,3
358,13,2
358,21,2
358,25,2
358,35,0
358,36,3
358,52,3
358,54,0
231,2,1
231,4,3
231,6,1
231,16,2
231,17,1
231,19,1
231,35,0
231,37,1
231,43,2
231,68,1
241,2,0
241,3,1
241,5,0
241,12,0
241,13,0
241,22,0
241,25,1
241,29,1
241,41,0
241,58,0
532,2,3
532,5,3
532,14,3
532,21,1
532,23,2
532,26,3
532,27,3
532,35,0
532,67,2
532,69,1
175,2,1
175,3,1
175,13,1
175,16,3
175,21,1
175,30,1
175,35,0
175,40,1
175,43,3
175,47,2
80,2,1
80,5,1
80,9,2
80,16,1
80,18,1
80,20,2
80,25,0
80,53,1
80,58,0
80,87,1
566,2,3
566,3,3
566,8,0
566,20,3
566,23,2
566,42,2
566,43,3
566,54,3
566,60,1
566,62,1
560,2,1
560,12,1
560,13,2
560,16,2
560,26,1
560,35,1
560,53,1
560,58,1
560,60,1
560,65,1
668,2,3
668,3,3
668,13,3
668,19,1
668,22,3
668,23,0
668,35,0
668,40,1
668,44,2
668,54,0
331,2,3
331,3,3
331,13,2
331,14,1
331,16,0
331,27,3
331,35,3
331,40,3
331,58,2
331,68,3
66,2,3
66,9,0
66,13,2
66,16,0
66,23,2
66,25,3
66,39,1
66,47,3
66,56,3
66,68,1
64,2,2
64,13,3
64,23,2
64,29,0
64,35,1
64,39,1
64,40,2
64,47,2
64,55,1
64,83,2
349,2,1
349,5,1
349,6,1
349,9,3
349,14,1
349,20,1
349,34,1
349,35,1
349,42,0
349,51,3
638,2,2
638,9,2
638,20,2
638,26,1
638,31,2
638,43,2
638,44,1
638,51,0
638,60,1
638,73,2
393,2,0
393,3,0
393,7,1
393,16,2
393,27,3
393,31,3
393,35,2
393,37,0
393,39,3
393,70,0
168,2,0
168,3,3
168,7,1
168,9,3
168,13,2
168,29,2
168,44,2
168,53,2
168,61,3
168,76,3
352,2,1
352,11,1
352,20,3
352,21,1
352,25,1
352,31,2
352,35,2
352,41,1
352,44,3
352,52,3
523,2,0
523,10,3
523,20,2
523,23,3
523,30,2
523,37,1
523,49,1
523,51,0
523,58,2
523,63,0
324,2,3
324,9,2
324,13,3
324,19,3
324,24,0
324,31,2
324,44,2
324,62,3
324,88,1
324,89,1
544,2,0
544,3,0
544,5,1
544,9,0
544,13,2
544,16,3
544,35,2
544,40,0
544,43,3
544,59,2
432,2,2
432,14,2
432,16,2
432,20,3
432,22,0
432,24,3
432,29,2
432,31,2
432,34,2
432,53,2
62,2,0
62,7,0
62,10,0
62,13,0
62,34,0
62,39,0
62,42,0
62,61,0
62,76,2
62,81,0
367,2,1
367,3,1
367,16,1
367,19,1
367,20,1
367,23,3
367,31,1
367,40,1
367,50,1
367,63,1
344,2,2
344,3,2
344,4,1
344,23,3
344,37,3
344,61,2
344,62,0
344,72,1
344,85,2
344,99,2
444,2,1
444,4,1
444,10,2
444,21,1
444,23,0
444,31,2
444,40,1
444,41,0
444,51,1
444,66,0
577,2,2
577,7,0
577,9,0
577,10,1
577,28,2
577,31,0
577,37,2
577,50,2
577,56,2
577,81,2
423,2,0
423,13,0
423,16,0
423,17,0
423,23,1
423,53,0
423,56,0
423,60,0
423,65,0
423,90,0
252,2,2
252,3,0
252,7,3
252,16,1
252,22,2
252,23,3
252,39,0
252,41,2
252,42,1
252,54,3
627,2,2
627,3,0
627,5,1
627,9,2
627,12,2
627,16,2
627,35,2
627,40,2
627,43,3
627,60,0
210,2,2
210,3,0
210,13,2
210,31,1
210,35,0
210,47,2
210,48,3
210,54,0
210,66,2
210,94,2
546,2,1
546,3,2
546,8,2
546,12,1
546,13,2
546,16,2
546,21,1
546,25,2
546,54,2
546,56,3
435,2,1
435,4,2
435,7,2
435,12,0
435,20,1
435,27,0
435,62,0
435,72,3
435,94,1
435,105,3
169,2,2
169,7,1
169,13,1
169,16,2
169,20,2
169,21,2
169,35,1
169,39,2
169,45,1
169,62,1
464,2,3
464,3,3
464,13,2
464,16,3
464,31,3
464,36,2
464,43,2
464,50,2
464,65,3
464,81,0
300,2,0
300,3,1
300,9,1
300,16,2
300,21,3
300,22,2
300,40,3
300,49,2
300,65,3
300,68,2
188,2,1
188,3,0
188,9,0
188,15,0
188,16,0
188,28,0
188,31,3
188,40,3
188,41,1
188,60,2
441,2,0
441,9,3
441,17,3
441,25,3
441,29,3
441,30,2
441,35,3
441,37,3
441,47,3
441,73,0
537,2,1
537,9,1
537,12,1
537,20,0
537,23,1
537,30,0
537,36,1
537,47,1
537,66,3
537,76,3
27,2,0
27,3,2
27,9,2
27,13,3
27,23,3
27,25,3
27,34,2
27,52,1
27,56,3
27,67,3
25,2,0
25,3,3
25,9,2
25,10,2
25,22,2
25,34,2
25,44,0
25,50,1
25,58,1
25,66,2
21,2,3
21,15,3
21,16,2
21,23,2
21,34,3
21,40,0
21,43,3
21,47,2
21,50,3
21,63,2
123,2,1
123,3,2
123,16,1
123,21,2
123,26,1
123,31,2
123,35,0
123,37,0
123,50,0
123,52,2
235,2,1
235,3,2
235,9,3
235,10,3
235,12,1
235,13,2
235,16,2
235,26,2
235,50,2
235,95,2
137,2,0
137,10,1
137,21,3
137,23,2
137,27,3
137,34,3
137,35,2
137,37,3
137,44,3
137,50,1
603,2,0
603,3,3
603,9,2
603,11,1
603,21,2
603,22,3
603,31,3
603,35,1
603,49,3
603,58,0
496,2,0
496,9,1
496,16,1
496,17,3
496,28,3
496,31,3
496,35,3
496,43,2
496,49,1
496,69,2
146,2,2
146,3,1
146,5,1
146,9,2
146,15,1
146,21,2
146,22,2
146,37,0
146,40,1
146,76,2
453,2,2
453,5,3
453,7,3
453,12,2
453,13,1
453,20,0
453,43,3
453,47,2
453,55,3
453,70,1
135,2,0
135,3,2
135,5,2
135,12,0
135,25,1
135,31,1
135,34,1
135,35,3
135,53,2
135,58,3
430,2,3
430,8,0
430,20,2
430,22,2
430,23,1
430,29,3
430,31,2
430,56,2
430,61,2
430,83,0
561,2,3
561,8,1
561,13,1
561,17,3
561,19,3
561,20,3
561,35,1
561,39,1
561,55,1
561,56,2
394,2,0
394,5,0
394,13,2
394,15,3
394,17,3
394,31,3
394,34,3
394,40,3
394,49,2
394,96,3
436,2,2
436,3,3
436,4,0
436,7,1
436,16,3
436,20,0
436,22,3
436,37,2
436,61,3
436,70,3
363,2,0
363,10,0
363,13,2
363,15,1
363,37,1
363,39,2
363,40,1
363,50,3
363,56,1
363,60,2
63,2,3
63,3,1
63,19,1
63,34,1
63,37,3
63,40,1
63,43,1
63,55,0
63,83,1
63,84,1
