question,worker,answer
"ABBYVILLE, KANSAS - 2000",Contributor#5512121:CapitalBot,128.0
ABCOUDE - 2007,Contributor#0(80.126.64.108),4.0
ABCOUDE - 2007,Contributor#231599:Eubot,8657.0
ABCOUDE - 2007,Contributor#634828:Rrburke,8657.0
ABEJUELA - 2004,Contributor#3729068:BOTijo,68.0
"ABERCROMBIE, NORTH DAKOTA - 2000",Contributor#5512121:CapitalBot,296.0
"ABERDEEN GARDENS, WASHINGTON - 2000",Contributor#5512121:CapitalBot,227.0
"ABERDEEN TOWNSHIP, NEW JERSEY - 2000",Contributor#5512121:CapitalBot,17454.0
"ABERDEEN, IDAHO - 2000",Contributor#5512121:CapitalBot,1840.0
"ABERDEEN, MARYLAND - 2000",Contributor#5512121:CapitalBot,13842.0
"ABERDEEN, MARYLAND - 2000",Contributor#919557:Jnk,13842.0
"ABERDEEN, MISSISSIPPI - 2000",Contributor#5512121:CapitalBot,6415.0
"ABERDEEN, NORTH CAROLINA - 2000",Contributor#5512121:CapitalBot,3400.0
"ABERDEEN, OHIO - 2000",Contributor#5512121:CapitalBot,1603.0
"ABERDEEN, SASKATCHEWAN - 2006",Contributor#5388913:Cocopie,527.0
"ABERDEEN, SOUTH DAKOTA - 2005",Contributor#0(24.230.86.67),24658.0
"ABERDEEN, WASHINGTON - 2000",Contributor#5512121:CapitalBot,16461.0
"ABERNATHY, TEXAS - 2000",Contributor#5512121:CapitalBot,2839.0
ABERTAMY - 2005,Contributor#117488:Mikeshk,1413.0
ABEZAMES - 2004,Contributor#3729068:BOTijo,95.0
ABHA - 2004,Contributor#954579:Muhaidib,201912.0
ABHA - 2006,Contributor#0(82.201.241.174),450000.0
ABIA DE LAS TORRES - 2004,Contributor#3729068:BOTijo,186.0
"ABIE, NEBRASKA - 2000",Contributor#5512121:CapitalBot,108.0
"ABILENE, KANSAS - 2000",Contributor#5512121:CapitalBot,6543.0
"ABILENE, TEXAS - 2000",Contributor#180524:Scm83x,115930.0
"ABILENE, TEXAS - 2000",Contributor#5512121:CapitalBot,115930.0
"ABINGDON, ILLINOIS - 2000",Contributor#2976602:SatyrBot,3612.0
"ABINGDON, MARYLAND - 2007",Contributor#3997680:Roboy600,23511.0
"ABINGDON, MARYLAND - 2007",Contributor#5478189:Detroiterbot,23511.0
"ABINGDON, VIRGINIA - 2004",Contributor#343214:Derek.cashman,7938.0
"ABINGDON, VIRGINIA - 2004",Contributor#5512121:CapitalBot,7938.0
"ABINGTON TOWNSHIP, MERCER COUNTY, ILLINOIS - 2000",Contributor#410868:Kranardrogin,453.0
"ABINGTON TOWNSHIP, WAYNE COUNTY, INDIANA - 2000",Contributor#840224:Omnedon,919.0
"ABINGTON, INDIANA - 2000",Contributor#5512121:CapitalBot,919.0
"ABINGTON, MASSACHUSETTS - 0001",Contributor#0(75.67.3.60),14605.0
"ABINGTON, MASSACHUSETTS - 2000",Contributor#416811:CIreland,14605.0
"ABINGTON, MASSACHUSETTS - 2000",Contributor#5512121:CapitalBot,14605.0
"ABINGTON, MASSACHUSETTS - 2000",Contributor#988917:CapitalR,14605.0
ABIZANDA - 2004,Contributor#3729068:BOTijo,131.0
ABLA - 2005,Contributor#363486:Emijrp,1512.0
"ABOITE TOWNSHIP, ALLEN COUNTY, INDIANA - 2000",Contributor#840224:Omnedon,28338.0
"ABRAM-PEREZVILLE, TEXAS - 2000",Contributor#5512121:CapitalBot,5444.0
ABRAMOVÁ - 2006,Contributor#25933:Caroig,170.0
"ABRAMS, WISCONSIN - 2000",Contributor#5512121:CapitalBot,1757.0
ABRUCENA - 2005,Contributor#363486:Emijrp,1358.0
"ABSAROKEE, MONTANA - 2000",Contributor#5512121:CapitalBot,1234.0
"ABSECON, NEW JERSEY - 2000",Contributor#5512121:CapitalBot,7638.0
"ABSECON, NEW JERSEY - 2006",Contributor#118722:Alansohn,8065.0
ABU DHABI - 2006,Contributor#0(68.162.248.83),1000230.0
ABU DHABI - 2006,Contributor#1513217:Mohammedfairouz,1850230.0
ABU GHRAIB - 2003,Contributor#0(217.132.233.168),15.0
ABUJA - 2005,Contributor#0(217.20.241.115),405000.0
ABUJA - 2005,Contributor#0(81.199.199.198),1320000.0
ABÁNADES - 2004,Contributor#3729068:BOTijo,107.0
"ACADIA, CALGARY - 2006",Contributor#889409:Qyd,10657.0
"ACCIDENT, MARYLAND - 2000",Contributor#5512121:CapitalBot,353.0
"ACCOKEEK, MARYLAND - 2000",Contributor#5512121:CapitalBot,7349.0
"ACCOMAC, VIRGINIA - 2000",Contributor#5512121:CapitalBot,547.0
"ACCORD, NEW YORK - 2000",Contributor#5512121:CapitalBot,622.0
ACCRA - 2005,Contributor#91929:Eman007,1970400.0
ACEBEDO - 2004,Contributor#3729068:BOTijo,277.0
ACEHÚCHE - 2006,Contributor#363486:Emijrp,866.0
"ACEQUIA, IDAHO - 2000",Contributor#4373711:ArkyBot,144.0
"ACEQUIA, IDAHO - 2000",Contributor#5512121:CapitalBot,144.0
ACERED - 2004,Contributor#3729068:BOTijo,236.0
ACEUCHAL - 2006,Contributor#363486:Emijrp,5518.0
"ACHILLE, OKLAHOMA - 2000",Contributor#5512121:CapitalBot,506.0
"ACHILLES, KANSAS - 2000",Contributor#5512121:CapitalBot,83.0
ACHINSK - 2006,Contributor#4623037:Heulwolf,114010.0
ACHTKARSPELEN - 2007,Contributor#231599:Eubot,28151.0
"ACKERLY, TEXAS - 2000",Contributor#5512121:CapitalBot,245.0
"ACKERMAN, MISSISSIPPI - 2000",Contributor#5512121:CapitalBot,1696.0
"ACKLEY, WISCONSIN - 2000",Contributor#5512121:CapitalBot,510.0
"ACME TOWNSHIP, MICHIGAN - 2000",Contributor#5512121:CapitalBot,4332.0
"ACME TOWNSHIP, NORTH DAKOTA - 2000",Contributor#5512121:CapitalBot,37.0
"ACME, ALBERTA - 2006",Contributor#0(67.142.130.46),656.0
"ACME, ALBERTA - 2006",Contributor#627347:MJCdetroit,826.0
"ACME, WASHINGTON - 2000",Contributor#5512121:CapitalBot,263.0
"ACOMA TOWNSHIP, MINNESOTA - 2000",Contributor#5512121:CapitalBot,1185.0
"ACOMITA LAKE, NEW MEXICO - 2000",Contributor#5512121:CapitalBot,312.0
"ACTON TOWNSHIP, MINNESOTA - 2000",Contributor#5512121:CapitalBot,381.0
"ACTON TOWNSHIP, NORTH DAKOTA - 2000",Contributor#5512121:CapitalBot,109.0
"ACTON, CALIFORNIA - 2000",Contributor#5512121:CapitalBot,2390.0
"ACTON, MAINE - 2000",Contributor#5512121:CapitalBot,2145.0
"ACTON, MASSACHUSETTS - 2000",Contributor#5512121:CapitalBot,20331.0
"ACTON, MASSACHUSETTS - 2000",Contributor#988917:CapitalR,20331.0
"ACUSHNET CENTER, MASSACHUSETTS - 2000",Contributor#5512121:CapitalBot,3171.0
"ACUSHNET, MASSACHUSETTS - 2000",Contributor#5512121:CapitalBot,10161.0
"ACUSHNET, MASSACHUSETTS - 2000",Contributor#988917:CapitalR,10161.0
"ACWORTH, GEORGIA - 2005",Contributor#1672268:KickTheDonkey,18428.0
"ACWORTH, GEORGIA - 2005",Contributor#2309292:Bartowcounty11,17428.0
"ACWORTH, NEW HAMPSHIRE - 2000",Contributor#16168:SatyrTN,836.0
"ACWORTH, NEW HAMPSHIRE - 2000",Contributor#5512121:CapitalBot,836.0
"ADA TOWNSHIP, MICHIGAN - 2000",Contributor#5512121:CapitalBot,9882.0
"ADA TOWNSHIP, NORTH DAKOTA - 2000",Contributor#5512121:CapitalBot,60.0
"ADA TOWNSHIP, SOUTH DAKOTA - 2000",Contributor#5512121:CapitalBot,23.0
"ADA, MINNESOTA - 2000",Contributor#5512121:CapitalBot,1657.0
"ADA, OHIO - 2000",Contributor#5512121:CapitalBot,5582.0
"ADA, OKLAHOMA - 2000",Contributor#1168178:Holt9359,16008.0
"ADA, OKLAHOMA - 2000",Contributor#5512121:CapitalBot,16008.0
ADAHUESCA - 2004,Contributor#3729068:BOTijo,163.0
"ADAIR VILLAGE, OREGON - 2000",Contributor#249030:Ajbenj,536.0
"ADAIR VILLAGE, OREGON - 2000",Contributor#5512121:CapitalBot,536.0
"ADAIR, IOWA - 2000",Contributor#4212455:Psychless,839.0
"ADAIR, IOWA - 2000",Contributor#810895:BrainyIowan,839.0
"ADAIR, OKLAHOMA - 2000",Contributor#5512121:CapitalBot,704.0
"ADAIRVILLE, KENTUCKY - 2000",Contributor#5512121:CapitalBot,920.0
"ADAK, ALASKA - 2000",Contributor#5512121:CapitalBot,316.0
ADAMOV (BLANSKO DISTRICT) - 2006,Contributor#117488:Mikeshk,4884.0
"ADAMS (CDP), MASSACHUSETTS - 2000",Contributor#5512121:CapitalBot,5784.0
"ADAMS (VILLAGE), NEW YORK - 2000",Contributor#5512121:CapitalBot,1624.0
"ADAMS CENTER, NEW YORK - 2000",Contributor#5512121:CapitalBot,1500.0
"ADAMS TOWNSHIP, ALLEN COUNTY, INDIANA - 2000",Contributor#5512121:CapitalBot,31394.0
"ADAMS TOWNSHIP, ARENAC COUNTY, MICHIGAN - 2000",Contributor#5512121:CapitalBot,550.0
"ADAMS TOWNSHIP, CARROLL COUNTY, INDIANA - 2000",Contributor#5512121:CapitalBot,464.0
"ADAMS TOWNSHIP, CASS COUNTY, INDIANA - 2000",Contributor#5512121:CapitalBot,1127.0
"ADAMS TOWNSHIP, CHAMPAIGN COUNTY, OHIO - 2000",Contributor#5512121:CapitalBot,1100.0
"ADAMS TOWNSHIP, CLINTON COUNTY, OHIO - 2000",Contributor#5512121:CapitalBot,1901.0
"ADAMS TOWNSHIP, COSHOCTON COUNTY, OHIO - 2000",Contributor#5512121:CapitalBot,755.0
"ADAMS TOWNSHIP, DARKE COUNTY, OHIO - 2000",Contributor#5512121:CapitalBot,3508.0
"ADAMS TOWNSHIP, DECATUR COUNTY, INDIANA - 2000",Contributor#5512121:CapitalBot,1910.0
"ADAMS TOWNSHIP, DEFIANCE COUNTY, OHIO - 2000",Contributor#5512121:CapitalBot,999.0
"ADAMS TOWNSHIP, DEKALB COUNTY, MISSOURI - 2000",Contributor#5512121:CapitalBot,633.0
"ADAMS TOWNSHIP, GRANT COUNTY, SOUTH DAKOTA - 2000",Contributor#5512121:CapitalBot,169.0
"ADAMS TOWNSHIP, GUERNSEY COUNTY, OHIO - 2000",Contributor#5512121:CapitalBot,2019.0
"ADAMS TOWNSHIP, HAMILTON COUNTY, INDIANA - 2000",Contributor#5512121:CapitalBot,4892.0
"ADAMS TOWNSHIP, HARRISON COUNTY, MISSOURI - 2000",Contributor#5512121:CapitalBot,151.0
"ADAMS TOWNSHIP, HILLSDALE COUNTY, MICHIGAN - 2000",Contributor#5512121:CapitalBot,2498.0
"ADAMS TOWNSHIP, HOUGHTON COUNTY, MICHIGAN - 2000",Contributor#5512121:CapitalBot,2747.0
"ADAMS TOWNSHIP, KANSAS - 2000",Contributor#5512121:CapitalBot,213.0
"ADAMS TOWNSHIP, LASALLE COUNTY, ILLINOIS - 2000",Contributor#410868:Kranardrogin,1589.0
"ADAMS TOWNSHIP, MADISON COUNTY, INDIANA - 2000",Contributor#5512121:CapitalBot,3780.0
"ADAMS TOWNSHIP, MINER COUNTY, SOUTH DAKOTA - 2000",Contributor#5512121:CapitalBot,125.0
"ADAMS TOWNSHIP, MINNESOTA - 2000",Contributor#5512121:CapitalBot,475.0
"ADAMS TOWNSHIP, MONROE COUNTY, OHIO - 2000",Contributor#5512121:CapitalBot,672.0
"ADAMS TOWNSHIP, MORGAN COUNTY, INDIANA - 2000",Contributor#5512121:CapitalBot,1231.0
"ADAMS TOWNSHIP, MUSKINGUM COUNTY, OHIO - 2000",Contributor#5512121:CapitalBot,516.0
"ADAMS TOWNSHIP, PARKE COUNTY, INDIANA - 2000",Contributor#5512121:CapitalBot,5399.0
"ADAMS TOWNSHIP, RIPLEY COUNTY, INDIANA - 2000",Contributor#5512121:CapitalBot,4325.0
"ADAMS TOWNSHIP, SENECA COUNTY, OHIO - 2000",Contributor#5512121:CapitalBot,1337.0
"ADAMS TOWNSHIP, WARREN COUNTY, INDIANA - 2000",Contributor#5512121:CapitalBot,561.0
"ADAMS TOWNSHIP, WASHINGTON COUNTY, OHIO - 2000",Contributor#5512121:CapitalBot,1830.0
"ADAMS, ADAMS COUNTY, WISCONSIN - 2000",Contributor#5512121:CapitalBot,1267.0
"ADAMS, GREEN COUNTY, WISCONSIN - 2000",Contributor#5512121:CapitalBot,464.0
"ADAMS, JACKSON COUNTY, WISCONSIN - 2000",Contributor#5512121:CapitalBot,1208.0
"ADAMS, MASSACHUSETTS - 2000",Contributor#5512121:CapitalBot,8809.0
"ADAMS, MASSACHUSETTS - 2000",Contributor#988917:CapitalR,8809.0
"ADAMS, MINNESOTA - 2000",Contributor#5512121:CapitalBot,800.0
"ADAMS, NEBRASKA - 2000",Contributor#5512121:CapitalBot,489.0
"ADAMS, NORTH DAKOTA - 2000",Contributor#5512121:CapitalBot,203.0
"ADAMS, OREGON - 2000",Contributor#249030:Ajbenj,297.0
"ADAMS, OREGON - 2000",Contributor#5512121:CapitalBot,297.0
"ADAMS, TENNESSEE - 2000",Contributor#5512121:CapitalBot,566.0
"ADAMS, WISCONSIN - 2000",Contributor#5512121:CapitalBot,1914.0
"ADAMSTOWN, MARYLAND - 2000",Contributor#0(206.83.252.14),2920.0
"ADAMSTOWN, MARYLAND - 2000",Contributor#2608025:Ps653,2920.0
"ADAMSTOWN, MARYLAND - 2000",Contributor#5478189:Detroiterbot,2920.0
"ADAMSVILLE, ALABAMA - 2000",Contributor#596812:Salmar,4965.0
"ADAMSVILLE, ALABAMA - 2000",Contributor#988917:CapitalR,4965.0
"ADAMSVILLE, OHIO - 2000",Contributor#5512121:CapitalBot,127.0
"ADAMSVILLE, TENNESSEE - 2000",Contributor#5512121:CapitalBot,1983.0
ADAMUZ - 2006,Contributor#363486:Emijrp,4476.0
ADANERO - 2004,Contributor#3729068:BOTijo,322.0
"ADDIE TOWNSHIP, NORTH DAKOTA - 2000",Contributor#5512121:CapitalBot,53.0
"ADDINGTON, OKLAHOMA - 2000",Contributor#5512121:CapitalBot,117.0
"ADDISON (VILLAGE), NEW YORK - 2000",Contributor#5512121:CapitalBot,1797.0
"ADDISON TOWNSHIP, DUPAGE COUNTY, ILLINOIS - 2000",Contributor#410868:Kranardrogin,88900.0
"ADDISON TOWNSHIP, GALLIA COUNTY, OHIO - 2000",Contributor#5512121:CapitalBot,2366.0
"ADDISON TOWNSHIP, MICHIGAN - 2000",Contributor#5512121:CapitalBot,6439.0
"ADDISON TOWNSHIP, NEBRASKA - 2000",Contributor#5512121:CapitalBot,134.0
"ADDISON TOWNSHIP, NORTH DAKOTA - 2000",Contributor#5512121:CapitalBot,104.0
"ADDISON TOWNSHIP, SHELBY COUNTY, INDIANA - 2000",Contributor#5512121:CapitalBot,19943.0
"ADDISON, ALABAMA - 2000",Contributor#4373711:ArkyBot,723.0
"ADDISON, ALABAMA - 2000",Contributor#988917:CapitalR,723.0
"ADDISON, MAINE - 2000",Contributor#5512121:CapitalBot,1209.0
"ADDISON, MICHIGAN - 2000",Contributor#5512121:CapitalBot,627.0
"ADDISON, PENNSYLVANIA - 2000",Contributor#627347:MJCdetroit,214.0
"ADDISON, VERMONT - 2000",Contributor#5512121:CapitalBot,1393.0
"ADDISON, WISCONSIN - 2000",Contributor#5512121:CapitalBot,3341.0
"ADDYSTON, OHIO - 2000",Contributor#5512121:CapitalBot,1010.0
"ADEL, IOWA - 2000",Contributor#5512121:CapitalBot,3435.0
ADELAIDE - 2006,Contributor#3922171:Pirate05,1124315.0
"ADELAIDE TOWNSHIP, NORTH DAKOTA - 2000",Contributor#5512121:CapitalBot,31.0
"ADELAIDE/CHURCHILL, SASKATOON - 2006",Contributor#2164108:Drm310,3364.0
"ADELANTO, CALIFORNIA - 2000",Contributor#36345:Rmannion,18130.0
"ADELANTO, CALIFORNIA - 2000",Contributor#5512121:CapitalBot,18130.0
"ADELINE, ILLINOIS - 2000",Contributor#410868:Kranardrogin,139.0
"ADELL, WISCONSIN - 2000",Contributor#5512121:CapitalBot,517.0
"ADELPHI, MARYLAND - 2000",Contributor#5512121:CapitalBot,14998.0
"ADELPHI, OHIO - 2000",Contributor#5512121:CapitalBot,371.0
"ADENA, OHIO - 2000",Contributor#5512121:CapitalBot,815.0
"ADJALA-TOSORONTIO, ONTARIO - 2006",Contributor#2316661:TheCanadianRoadgeek,10695.0
"ADLER TOWNSHIP, NORTH DAKOTA - 2000",Contributor#5512121:CapitalBot,47.0
"ADMIRE, KANSAS - 2000",Contributor#5512121:CapitalBot,177.0
ADOBES - 2004,Contributor#3729068:BOTijo,68.0
"ADONA, ARKANSAS - 2000",Contributor#4373711:ArkyBot,187.0
"ADONA, ARKANSAS - 2000",Contributor#5512121:CapitalBot,187.0
"ADRA, SPAIN - 2005",Contributor#363486:Emijrp,23195.0
ADRADA DE HAZA - 2004,Contributor#3729068:BOTijo,260.0
ADRADA DE PIRÓN - 2004,Contributor#3729068:BOTijo,47.0
ADRADAS - 2004,Contributor#3729068:BOTijo,86.0
ADRADOS - 2004,Contributor#3729068:BOTijo,183.0
"ADRIAN TOWNSHIP, MICHIGAN - 2000",Contributor#5512121:CapitalBot,5749.0
"ADRIAN TOWNSHIP, MINNESOTA - 2000",Contributor#5512121:CapitalBot,173.0
"ADRIAN TOWNSHIP, NORTH DAKOTA - 2000",Contributor#5512121:CapitalBot,110.0
"ADRIAN TOWNSHIP, SOUTH DAKOTA - 2000",Contributor#5512121:CapitalBot,14.0
"ADRIAN, MICHIGAN - 2000",Contributor#5512121:CapitalBot,21574.0
"ADRIAN, MINNESOTA - 2000",Contributor#5512121:CapitalBot,1234.0
"ADRIAN, MISSOURI - 2000",Contributor#5512121:CapitalBot,1780.0
"ADRIAN, OREGON - 2000",Contributor#249030:Ajbenj,147.0
"ADRIAN, OREGON - 2000",Contributor#5512121:CapitalBot,147.0
"ADRIAN, TEXAS - 2000",Contributor#5512121:CapitalBot,159.0
"ADRIAN, WISCONSIN - 2000",Contributor#5512121:CapitalBot,682.0
ADSUBIA - 2006,Contributor#627347:MJCdetroit,627.0
"ADVANCE TOWNSHIP, NORTH DAKOTA - 2000",Contributor#5512121:CapitalBot,143.0
"ADVANCE, INDIANA - 2000",Contributor#5512121:CapitalBot,562.0
"ADVANCE, INDIANA - 2000",Contributor#620554:Harpchad,562.0
"ADVANCE, MISSOURI - 2000",Contributor#5512121:CapitalBot,1244.0
"ADWOLF, VIRGINIA - 2000",Contributor#5512121:CapitalBot,1457.0
"AETNA TOWNSHIP, KANSAS - 2000",Contributor#5512121:CapitalBot,3.0
"AETNA TOWNSHIP, LOGAN COUNTY, ILLINOIS - 2000",Contributor#410868:Kranardrogin,524.0
"AETNA TOWNSHIP, MECOSTA COUNTY, MICHIGAN - 2000",Contributor#5512121:CapitalBot,2044.0
"AETNA TOWNSHIP, MINNESOTA - 2000",Contributor#5512121:CapitalBot,201.0
"AETNA TOWNSHIP, MISSAUKEE COUNTY, MICHIGAN - 2000",Contributor#5512121:CapitalBot,491.0
"AFFTON, MISSOURI - 2000",Contributor#5512121:CapitalBot,20535.0
"AFTON (VILLAGE), NEW YORK - 2000",Contributor#5512121:CapitalBot,836.0
"AFTON TOWNSHIP, BROOKINGS COUNTY, SOUTH DAKOTA - 2000",Contributor#5512121:CapitalBot,224.0
"AFTON TOWNSHIP, CHEROKEE COUNTY, IOWA - 2000",Contributor#840224:Omnedon,287.0
"AFTON TOWNSHIP, DEKALB COUNTY, ILLINOIS - 2000",Contributor#410868:Kranardrogin,640.0
"AFTON TOWNSHIP, KANSAS - 2000",Contributor#5512121:CapitalBot,1290.0
"AFTON TOWNSHIP, NORTH DAKOTA - 2000",Contributor#5512121:CapitalBot,515.0
"AFTON TOWNSHIP, SANBORN COUNTY, SOUTH DAKOTA - 2000",Contributor#5512121:CapitalBot,52.0
"AFTON, IOWA - 2000",Contributor#5512121:CapitalBot,917.0
"AFTON, MINNESOTA - 2000",Contributor#5512121:CapitalBot,2839.0
"AFTON, OKLAHOMA - 2000",Contributor#5512121:CapitalBot,1118.0
"AFTON, WYOMING - 2000",Contributor#5512121:CapitalBot,1818.0
AGADEZ - 2005,Contributor#1752696:TLMiles,88569.0
"AGASSIZ TOWNSHIP, MINNESOTA - 2000",Contributor#5512121:CapitalBot,104.0
"AGAWAM, MASSACHUSETTS - 2000",Contributor#5512121:CapitalBot,28144.0
"AGAWAM, MASSACHUSETTS - 2000",Contributor#681072:Jared,28144.0
"AGDER TOWNSHIP, MINNESOTA - 2000",Contributor#5512121:CapitalBot,108.0
"AGENCY TOWNSHIP, KANSAS - 2000",Contributor#5512121:CapitalBot,618.0
"AGENCY TOWNSHIP, SOUTH DAKOTA - 2000",Contributor#5512121:CapitalBot,277.0
"AGENCY, IOWA - 2000",Contributor#5512121:CapitalBot,622.0
"AGENCY, MISSOURI - 2000",Contributor#5512121:CapitalBot,599.0
"AGENCY, MONTANA - 2000",Contributor#5512121:CapitalBot,324.0
"AGENDA, KANSAS - 2000",Contributor#5512121:CapitalBot,81.0
"AGENDA, WISCONSIN - 2000",Contributor#5512121:CapitalBot,513.0
AGLANDJIA - 2001,Contributor#5478189:Detroiterbot,18953.0
"AGNES CITY TOWNSHIP, KANSAS - 2000",Contributor#5512121:CapitalBot,468.0
"AGNES TOWNSHIP, NORTH DAKOTA - 2000",Contributor#5512121:CapitalBot,83.0
"AGOGO, GHANA - 2000",Contributor#1481857:Horologium,28271.0
AGOLADA - 2004,Contributor#276893:Dannycas,3678.0
"AGOURA HILLS, CALIFORNIA - 2000",Contributor#36345:Rmannion,20537.0
"AGOURA HILLS, CALIFORNIA - 2000",Contributor#5512121:CapitalBot,20537.0
"AGRA, KANSAS - 2000",Contributor#5512121:CapitalBot,306.0
"AGRA, OKLAHOMA - 2000",Contributor#5512121:CapitalBot,356.0
"AGRAM TOWNSHIP, MINNESOTA - 2000",Contributor#5512121:CapitalBot,534.0
AGRES - 2006,Contributor#627347:MJCdetroit,614.0
"AGUA FRIA, NEW MEXICO - 2000",Contributor#5512121:CapitalBot,2051.0
AGUALVA-CACÉM - 2001,Contributor#146326:Rotring,81845.0
AGUARÓN - 2004,Contributor#3729068:BOTijo,776.0
AGUAS CÁNDIDAS - 2004,Contributor#3729068:BOTijo,97.0
AGUASAL - 2004,Contributor#3729068:BOTijo,25.0
AGUASCALIENTES (MUNICIPALITY) - 2005,Contributor#271631:Spacepotato,723043.0
"AGUASCALIENTES, AGUASCALIENTES - 2005",Contributor#367656:Mekishiko7000,663671.0
AGUATÓN - 2004,Contributor#3729068:BOTijo,24.0
AGUAVIVA - 2004,Contributor#3729068:BOTijo,670.0
"AGUILA, ARIZONA - 2000",Contributor#5478189:Detroiterbot,1064.0
"AGUILA, ARIZONA - 2000",Contributor#701429:Ixnayonthetimmay,1064.0
AGUILAFUENTE - 2004,Contributor#3729068:BOTijo,773.0
AGUILAR DE BUREBA - 2004,Contributor#3729068:BOTijo,75.0
AGUILAR DE CAMPOS - 2004,Contributor#3729068:BOTijo,337.0
AGUILAR DEL ALFAMBRA - 2004,Contributor#3729068:BOTijo,79.0
"AGUILARES, TEXAS - 1990",Contributor#3111790:AMAPO,23.5
"AGUILARES, TEXAS - 2000",Contributor#3111790:AMAPO,37.0
"AGUILARES, TEXAS - 2000",Contributor#5478189:Detroiterbot,37.0
AGUILÓN - 2004,Contributor#3729068:BOTijo,290.0
AGÓN - 2004,Contributor#3729068:BOTijo,193.0
"AHMEEK, MICHIGAN - 2000",Contributor#5512121:CapitalBot,157.0
"AHNAPEE, WISCONSIN - 2000",Contributor#5512121:CapitalBot,977.0
"AHOSKIE, NORTH CAROLINA - 2000",Contributor#5512121:CapitalBot,4523.0
"AHTANUM, WASHINGTON - 2000",Contributor#5512121:CapitalBot,4181.0
AHTOPOL - 2005,Contributor#5478189:Detroiterbot,1316.0
"AID TOWNSHIP, LAWRENCE COUNTY, OHIO - 2000",Contributor#5512121:CapitalBot,907.0
"AIKEN, SOUTH CAROLINA - 2000",Contributor#5512121:CapitalBot,25337.0
"AINALOA, HAWAII - 2000",Contributor#5512121:CapitalBot,1910.0
"AINSWORTH, BRITISH COLUMBIA - 2006",Contributor#2978188:CindyBo,812.5
"AINSWORTH, BRITISH COLUMBIA - 2006",Contributor#6116161:Nathanmah,50.0
"AINSWORTH, IOWA - 2000",Contributor#5512121:CapitalBot,524.0
"AINSWORTH, NEBRASKA - 2000",Contributor#5512121:CapitalBot,1862.0
"AINSWORTH, WISCONSIN - 2000",Contributor#5512121:CapitalBot,571.0
AINZÓN - 2004,Contributor#3729068:BOTijo,1229.0
"AIR FORCE ACADEMY, COLORADO - 2000",Contributor#5512121:CapitalBot,7526.0
"AIRDRIE, ALBERTA - 2006",Contributor#627347:MJCdetroit,28927.0
"AIRMONT, NEW YORK - 2000",Contributor#5512121:CapitalBot,7799.0
"AIRPORT DRIVE, MISSOURI - 2000",Contributor#5512121:CapitalBot,622.0
"AIRPORT ROAD ADDITION, TEXAS - 2000",Contributor#5512121:CapitalBot,132.0
